StoryID,CharactersID,AliasCharacters
11,Tokoh-3,"['bapa sang undakala', 'bapa']"
11,Tokoh-4,"['ida sang utamaniu', 'sang utamaniu']"
11,Tokoh-5,"['ida sang arunika', 'sang arunika']"
11,Tokoh-6,['sang abimanyu']
11,Tokoh-7,"['ida dang guru', 'dang guru']"
11,Tokoh-8,['ratu bhagawan']
11,Tokoh-9,"['ida sang weda', 'sang weda']"
11,Tokoh-10,['dang gurujati']
11,Tokoh-11,"['ceninge', 'cening']"
12,Tokoh-1,['nak luh dadua jegeg-jegeg']
12,Tokoh-2,['widiadari ajaka lelima']
12,Tokoh-3,['tanda mantri perbekel']
12,Tokoh-4,"['ratu dewa anak agung', 'ratu dewa agung', 'ratu anak agung', 'anak agung']"
12,Tokoh-5,"['dedari gargamayang', 'dewi gagarmayang', 'dedari']"
12,Tokoh-6,"['ida dedari supraba', 'dedari supraba']"
12,Tokoh-7,"['gagak petake ento', 'gagak petake', 'gagak petak']"
12,Tokoh-8,['dedari buin dadua']
12,Tokoh-9,"['rabin anake agung', 'ida anake agung', 'ida anak agung', 'anake agung']"
12,Tokoh-10,"['cucunne i raksasa', 'i raksasa']"
12,Tokoh-11,"['kedis gagak petak', 'i gagak petake', 'i gagak petak']"
12,Tokoh-12,"['pianak men bekung', 'men bekung', 'pianak', 'panak']"
12,Tokoh-13,"['adi bintang lara', 'i bintang lara', 'bintang lara', 'adi']"
12,Tokoh-14,['anak agung istri']
12,Tokoh-15,"['anake odah ento', 'anake odah', 'anak odah']"
12,Tokoh-16,['parekan-parekan']
12,Tokoh-17,['pianakne muani']
12,Tokoh-18,['jero anak odah']
12,Tokoh-19,['pianak tiange']
12,Tokoh-20,['dewi supraba']
12,Tokoh-21,['baudandanida']
12,Tokoh-22,['men bekunge']
12,Tokoh-23,"['pianak meme', 'panak meme', 'meme']"
12,Tokoh-24,['parekanida']
12,Tokoh-25,"['i rangsasa', 'rangsasa']"
12,Tokoh-26,"['ni supraba', 'ni suprada']"
12,Tokoh-27,['pan bekung']
12,Tokoh-28,"['dong kaki', 'kaki']"
12,Tokoh-29,"['i parekan', 'parekan', 'pareka']"
12,Tokoh-30,['kaki-kaki']
12,Tokoh-31,"['ni dedari', 'i dedari']"
12,Tokoh-32,['anak luh']
12,Tokoh-33,['rabinida']
12,Tokoh-34,"['ni cili', 'cili']"
12,Tokoh-35,"['kurenan', 'kurena']"
12,Tokoh-36,['cening']
12,Tokoh-37,"['cucun', 'cucu']"
12,Tokoh-38,['i adi']
12,Tokoh-39,['bapan']
12,Tokoh-40,['embok']
12,Tokoh-41,['me']
13,Tokoh-1,['anak jegeg listuayu ento']
13,Tokoh-2,"['ida sanghyang embang', 'sang hyang embang', 'embang']"
13,Tokoh-3,['bojog lua ento']
13,Tokoh-4,['bhatara wisnu']
13,Tokoh-5,['kedis-kedise']
13,Tokoh-6,['i bojog lua']
13,Tokoh-7,"['ni murdani', 'murdani']"
13,Tokoh-8,['kedis']
14,Tokoh-1,"['ula aya ageng pisan', 'ula aya', 'ula']"
14,Tokoh-2,"['ula ayane punika', 'ula aya punika', 'ulane punika']"
14,Tokoh-3,"['pianak ipun', 'pianak ipu', 'bapan ipun', 'pianak', 'panak']"
14,Tokoh-4,['pan badung']
14,Tokoh-5,['pianaknya']
14,Tokoh-6,['ni badung']
14,Tokoh-7,['bapa']
15,Tokoh-1,['ni bulan kuning']
15,Tokoh-2,['men bekung']
15,Tokoh-3,"['i raksasa', 'raksasa']"
16,Tokoh-1,['beburon di alas jenggala sila']
16,Tokoh-2,['kedis mabatis lantang ento']
16,Tokoh-3,"['i kedis cerukcuk', 'kedis cerukcuk']"
16,Tokoh-4,['i kedis cangak']
16,Tokoh-5,"['i cicing alas', 'cicing alas']"
16,Tokoh-6,['i landak']
16,Tokoh-7,['i kuwuk']
16,Tokoh-8,"['i lembu', 'lembu']"
16,Tokoh-9,['beburo']
17,Tokoh-1,"['jelema gede-gede siteng', 'jelema']"
17,Tokoh-2,"['anake luh jegeg ento', 'anake']"
17,Tokoh-3,['anak muani bajang']
17,Tokoh-4,"['anak bajange ento', 'anake bajang ento', 'anak bajang ento', 'anake bajang e', 'anak bajang']"
17,Tokoh-5,['anake muani ento']
17,Tokoh-6,"['sang natha ratu', 'natha ratu']"
17,Tokoh-7,"['anak luih jegeg', 'anak luh jegeg']"
17,Tokoh-8,['sang maha wirya']
17,Tokoh-9,"['anake luh ento', 'luh ento']"
17,Tokoh-10,"['i dadong jepun', 'dadong jepun', 'i dadong', 'dadong']"
17,Tokoh-11,['sang maha raja']
17,Tokoh-12,"['ida sang raja', 'sang raja']"
17,Tokoh-13,['i krama lenan']
17,Tokoh-14,['anake ento']
17,Tokoh-15,['krama desa']
17,Tokoh-16,['ni jepun']
17,Tokoh-17,['dong']
18,Tokoh-1,"['sang brahmana sakti', 'brahmana sakti', 'sang brahmana', 'sang brahma']"
18,Tokoh-2,"['raja kunthibhoja', 'raja kuntibhoja']"
18,Tokoh-3,"['sang rsi durvasa', 'rsi durvasa']"
18,Tokoh-4,"['hyang baskara', 'hyang']"
18,Tokoh-5,"['betara surya', 'betara']"
18,Tokoh-6,['hyang betara']
18,Tokoh-7,"['dewi pritha', 'dewi']"
18,Tokoh-8,"['dewi kunti', 'dewi kanti']"
18,Tokoh-9,['raja sura']
18,Tokoh-10,['sang dewi']
18,Tokoh-11,['sang raja']
18,Tokoh-12,['wasudewa']
18,Tokoh-13,['cening']
19,Tokoh-1,"['sisian ida bhagawan drona', 'bhagawan drona']"
19,Tokoh-2,"['guru drona, sisian bapa', 'bapa']"
19,Tokoh-3,"['sisian hyang bhagawan', 'sisian sang bhagawan', 'hyang bhagawan', 'sang bhagawan']"
19,Tokoh-4,['hyang bhagawan drona']
19,Tokoh-5,"['cening sang arjuna', 'sang arjuna', 'sag arjuna', 'arjuna']"
19,Tokoh-6,['dang hyang drona']
19,Tokoh-7,"['jero anak lanang', 'jero']"
19,Tokoh-8,"['sang guru drona', 'guru drona']"
19,Tokoh-9,"['sang ekalawya', 'ekalawya']"
19,Tokoh-10,['sisia']
20,Tokoh-1,"['raden galuh pitu makasami', 'raden galuh ajaka papitu', 'raden galuh makasami', 'raden galuh pitu', 'raden galuh', 'galuh pitu']"
20,Tokoh-2,"['raden galuh pradnyawati', 'galuh pradnyawati']"
20,Tokoh-3,"['raden galuh martasari', 'galuh martasari', 'galuh marmawati']"
20,Tokoh-4,['galuh pepitu punika']
20,Tokoh-5,"['biang raden galuh', 'biang raden galun', 'ida raden galuh', 'biang']"
20,Tokoh-6,['galuh wijasantun']
20,Tokoh-7,"['sang prabu beksa', 'sang prabu']"
20,Tokoh-8,['galuh puspawati']
20,Tokoh-9,['galuh sumanasa']
20,Tokoh-10,['rakan ceninge']
20,Tokoh-11,"['cening galuh', 'cening']"
20,Tokoh-12,['biang galuh']
20,Tokoh-13,['mbok galuh']
20,Tokoh-14,"['i raksasa', 'raksasa']"
20,Tokoh-15,['okan-oka']
20,Tokoh-16,['i biang']
20,Tokoh-17,['raka']
20,Tokoh-18,['oka']
21,Tokoh-1,"['bapane i getap', 'i getap']"
21,Tokoh-2,['meme']
21,Tokoh-3,['bapa']
22,Tokoh-1,"['alu gede gati', 'alu']"
22,Tokoh-2,['i kedis puuh']
22,Tokoh-3,['alune ento']
22,Tokoh-4,['i puuh']
22,Tokoh-5,['i alu']
23,Tokoh-1,['i balu kanginan']
23,Tokoh-2,['i balu kawanan']
23,Tokoh-3,"['beli kawanan', 'beli']"
23,Tokoh-4,"['pianak muani', 'pianak']"
23,Tokoh-5,['beli wayan']
23,Tokoh-6,['luh']
23,Tokoh-7,['bli']
24,Tokoh-1,"['ida sang prabu singa', 'ida sang prabu']"
24,Tokoh-2,"['i kunang-kunang', 'kunang-kunang']"
24,Tokoh-3,"['ratu sang prabu', 'ratu']"
24,Tokoh-4,"['ida anake agung', 'anake agung']"
24,Tokoh-5,"['i blatuk', 'blatuk']"
24,Tokoh-6,"['i baluan', 'baluan']"
24,Tokoh-7,"['i beduda', 'beduda']"
24,Tokoh-8,"['i temisi', 'temisi']"
24,Tokoh-9,"['i sampi', 'sampi']"
24,Tokoh-10,['baduda']
25,Tokoh-1,"['anake cerik ento', 'anake cenik ento', 'anake cerik']"
25,Tokoh-2,['anak cerik bagus']
25,Tokoh-3,['pianak titiange']
25,Tokoh-4,['ida sang prabu']
25,Tokoh-5,"['sri prameswari', 'prameswari']"
25,Tokoh-6,"['i basang siap', 'basang siap']"
25,Tokoh-7,['biang i dewa']
25,Tokoh-8,"['i cening', 'cening']"
25,Tokoh-9,['i mantri']
25,Tokoh-10,['i galuh']
25,Tokoh-11,['biange']
25,Tokoh-12,['panake']
26,Tokoh-1,"['dewa palsu i belog', 'dewa palsu belog', 'i belog']"
26,Tokoh-2,"['ratu betara', 'betara']"
26,Tokoh-3,['ida betara']
26,Tokoh-4,['luh sari']
26,Tokoh-5,['pan sari']
26,Tokoh-6,['pianak']
26,Tokoh-7,['i ratu']
27,Tokoh-1,['makejang anake eluh']
27,Tokoh-2,"['kurenan i beloge', 'kurenan', 'kurena']"
27,Tokoh-3,"['memene i belog', 'i belog', 'belog']"
27,Tokoh-4,"['anake luh ento', 'luh']"
27,Tokoh-5,['anak luh']
27,Tokoh-6,['knurena']
27,Tokoh-7,"['i meme', 'meme']"
27,Tokoh-8,['memen']
27,Tokoh-9,['beli']
27,Tokoh-10,['bli']
27,Tokoh-11,['me']
28,Tokoh-1,"['bapa pan sari', 'pan sari', 'bapa']"
28,Tokoh-2,['luh sari']
28,Tokoh-3,"['i belog', 'belog']"
28,Tokoh-4,"['pianak', 'panak']"
28,Tokoh-5,['bapan']
29,Tokoh-1,"['bangken anake luh ento', 'anake luh ento']"
29,Tokoh-2,"['anak luh jegeg pisan', 'anak luh']"
29,Tokoh-3,['bangken anak luh']
29,Tokoh-4,"['kurenan icange', 'kurenan']"
29,Tokoh-5,['bangkene ento']
29,Tokoh-6,"['memen i belog', 'i belog', 'memen', 'belog', 'meme']"
29,Tokoh-7,['anake ento']
29,Tokoh-8,['luh-luh']
29,Tokoh-9,['bangke']
30,Tokoh-1,['anake gede selem ento']
30,Tokoh-2,['merine bengil ento']
30,Tokoh-3,['anak gede selem']
30,Tokoh-4,"['merine pan meri', 'meri pan meri', 'pan meri', 'meri']"
30,Tokoh-5,['merin titiange']
30,Tokoh-6,['i gede selem']
30,Tokoh-7,"['merin icange', 'meri icange']"
30,Tokoh-8,['merine ento']
30,Tokoh-9,['ri']
31,Tokoh-1,"['dagang bebeke', 'dagang bebek']"
31,Tokoh-2,"['i belog', 'belog']"
31,Tokoh-3,['meme']
31,Tokoh-4,['jero']
32,Tokoh-1,['meong gede tur mokoh']
32,Tokoh-2,"['i bikul, i semal', 'i semal', 'semal']"
32,Tokoh-3,"['bikul cenik', 'bikul']"
32,Tokoh-4,['i bikul']
32,Tokoh-5,['i meong']
33,Tokoh-1,"['kedis sangsiah luh muani', 'kedis sangsiah', 'kedis']"
33,Tokoh-2,"['i kedis sangsiah', 'i kedis']"
33,Tokoh-3,"['i bojog', 'bojog']"
33,Tokoh-4,['bojoge']
33,Tokoh-5,['kedise']
34,Tokoh-1,"['i kancil, i botol', 'i botol', 'botol']"
34,Tokoh-2,['i kedis sikep']
34,Tokoh-3,['panak icange']
34,Tokoh-4,['sang kancil']
34,Tokoh-5,"['sang samong', 'samong']"
34,Tokoh-6,"['i samonge', 'i samong']"
34,Tokoh-7,"['i manusa', 'manusa']"
34,Tokoh-8,['i kancil']
34,Tokoh-9,['i jaran']
34,Tokoh-10,['i sampi']
35,Tokoh-1,['sudagar kacang tanah']
35,Tokoh-2,['sudagare ento']
35,Tokoh-3,['i rumpuh']
35,Tokoh-4,['i buta']
35,Tokoh-5,['bell']
35,Tokoh-6,['beli']
36,Tokoh-1,"['cicingne i celempung', 'i celempung', 'celempung']"
36,Tokoh-2,"['cicing tiange puniki', 'cicing tiang punika', 'cicing tiange', 'cicing']"
36,Tokoh-3,"['para krama banjara', 'krama banjara', 'krama banjare', 'krama banjar', 'krama']"
36,Tokoh-4,"['jro kelian banjar', 'kelian banjar', 'jro kelian']"
36,Tokoh-5,"['cicinge totonan', 'cicinge']"
36,Tokoh-6,['cicing tiannge']
36,Tokoh-7,['kuluk tiange']
36,Tokoh-8,['jero kelian']
36,Tokoh-9,['cicing cai']
36,Tokoh-10,['i anggrek']
36,Tokoh-11,['ni gadung']
36,Tokoh-12,['bli']
36,Tokoh-13,['luh']
37,Tokoh-1,['dagang nasine ento']
37,Tokoh-2,"['ida raden mantri', 'raden mantri']"
37,Tokoh-3,"['ida betari durga', 'batari durga']"
37,Tokoh-4,"['okan anak agung', 'anak agung', 'agung']"
37,Tokoh-5,"['ratu sang prabu', 'sang prabu']"
37,Tokoh-6,"['i cicing gudig', 'cicing gudig']"
37,Tokoh-7,['ida sang prabu']
37,Tokoh-8,['paduka betari']
37,Tokoh-9,['anak madaar']
37,Tokoh-10,['anake ento']
37,Tokoh-11,['pepatih']
37,Tokoh-12,"['i patih', 'patih']"
37,Tokoh-13,['jero']
38,Tokoh-1,['burone cenik']
38,Tokoh-2,"['i kambing', 'kambing']"
38,Tokoh-3,['kambinge']
38,Tokoh-4,"['i cicing', 'cicing']"
38,Tokoh-5,['cicinge']
38,Tokoh-6,['buro']
39,Tokoh-1,['i kedis crukcuk']
39,Tokoh-2,"['i manusa', 'manusa']"
39,Tokoh-3,['i kancil']
39,Tokoh-4,['i jaran']
39,Tokoh-5,"['i sampi', 'sampi']"
39,Tokoh-6,"['i macan', 'macan']"
39,Tokoh-7,"['i cita', 'cita']"
40,Tokoh-1,['i clalongan']
40,Tokoh-2,['kedis perit']
40,Tokoh-3,"['semut anyud', 'semut']"
40,Tokoh-4,['sangsiah']
40,Tokoh-5,['petikan']
40,Tokoh-6,['i matul']
40,Tokoh-7,['i semut']
40,Tokoh-8,['katake']
40,Tokoh-9,['glatik']
40,Tokoh-10,['capung']
40,Tokoh-11,['kedise']
40,Tokoh-12,['udang']
40,Tokoh-13,['kakul']
40,Tokoh-14,['yuyu']
41,Tokoh-1,['ulame sane ageng punika']
41,Tokoh-2,"['kurenanne i congeh', 'i congeh', 'congeh']"
41,Tokoh-3,['ulam mewarna selem']
41,Tokoh-4,['ulame punika']
41,Tokoh-5,"['pianak ipu', 'pianak']"
41,Tokoh-6,['somah ipu']
41,Tokoh-7,['kurenan']
42,Tokoh-1,['kedis curik lue muani']
42,Tokoh-2,['jrone kedis curik']
42,Tokoh-3,"['i curik ane muani', 'curike ne muani']"
42,Tokoh-4,"['bapan luh arume', 'bapan luh arum', 'luh arume', 'luh arum', 'bapan', 'bapa', 'luh']"
42,Tokoh-5,['curike ane lua']
42,Tokoh-6,"['i kedis curik', 'kedis curike']"
42,Tokoh-7,['i juru pikat']
42,Tokoh-8,"['ni luh arume', 'ni luh arum', 'ni luh']"
42,Tokoh-9,"['gede donglen', 'donglen']"
42,Tokoh-10,['i donglen']
42,Tokoh-11,['kedise']
42,Tokoh-12,['beli']
42,Tokoh-13,['jro']
42,Tokoh-14,['pa']
43,Tokoh-1,['para punggawa']
43,Tokoh-2,"['cening durma', 'cening']"
43,Tokoh-3,"['pianak bapa', 'pianak', 'bapa']"
43,Tokoh-4,['ken sulasih']
43,Tokoh-5,['tandamantri']
43,Tokoh-6,['anake agung']
43,Tokoh-7,"['i rajapala', 'irajapala']"
43,Tokoh-8,['jero dukuh']
43,Tokoh-9,"['i durma', 'idurma']"
43,Tokoh-10,['meme']
44,Tokoh-1,"['i empas ajaka dadua luh muani', 'i empas ajaka dadua', 'empase ajaka dadua', 'i empas makadadua', 'empas ajak dadua', 'i empas', 'empase', 'empas', 'luh']"
44,Tokoh-2,"['angsa mabulu putih luh muani', 'angsa']"
44,Tokoh-3,['kuluk medem ajaka dadua']
44,Tokoh-4,"['i empas luh muani', 'i empas muani']"
44,Tokoh-5,"['i angsa luh muani', 'i angsa muani', 'angsa muani', 'i angsa']"
44,Tokoh-6,['angsa ajak dadua']
44,Tokoh-7,['kuluk luh muani']
44,Tokoh-8,['empase ane lua']
44,Tokoh-9,['kuluke muani']
44,Tokoh-10,"['embok angsa', 'embok']"
44,Tokoh-11,['i angsa lua']
44,Tokoh-12,"['i empas lua', 'empas lua']"
44,Tokoh-13,['empase luh']
44,Tokoh-14,['empase mua']
44,Tokoh-15,"['beli empas', 'beli']"
44,Tokoh-16,"['ni dangal', 'dangal']"
44,Tokoh-17,['i dakep']
44,Tokoh-18,['i kuluk']
44,Tokoh-19,['bapa']
44,Tokoh-20,['pa']
45,Tokoh-1,"['angsa akeh ipun kekalih luh muani', 'angsa']"
45,Tokoh-2,"['i angsa lua muani makakalih', 'i angse', 'i angsa']"
45,Tokoh-3,"['empas kekalih lua muani', 'asu kakalih lua muani', 'i empas makakalih', 'i empas luh muani', 'i empas', 'empas']"
45,Tokoh-4,"['ni angsing, angsa']"
45,Tokoh-5,['i angsa lue muani']
45,Tokoh-6,['angsane punika']
45,Tokoh-7,['ni cenkrenggi']
45,Tokoh-8,['i cengkrengga']
45,Tokoh-9,['ni angsing']
45,Tokoh-10,['beli angsa']
45,Tokoh-11,['i durbudi']
45,Tokoh-12,['ni kacapa']
45,Tokoh-13,['i angsang']
45,Tokoh-14,"['i ratu', 'ratu']"
45,Tokoh-15,['i asu']
46,Tokoh-1,"['beli wayan tirta', 'i wayan tirta', 'beli']"
46,Tokoh-2,"['i nyoman karange', 'i nyoman karang', 'nyoman']"
46,Tokoh-3,['i wayan tigaron']
46,Tokoh-4,"['i gede  basur', 'i gede basur']"
46,Tokoh-5,['jero bendesa']
46,Tokoh-6,"['i made tanu', 'made']"
46,Tokoh-7,['ni subandar']
46,Tokoh-8,"['ni sukesti', 'ni sukasti', 'i sukasti']"
46,Tokoh-9,['ni rempag']
46,Tokoh-10,['beli gede']
46,Tokoh-11,['i tigaron']
46,Tokoh-12,"['bapa made', 'bapa']"
46,Tokoh-13,['i rijasa']
46,Tokoh-14,['i pondal']
46,Tokoh-15,['ni garu']
46,Tokoh-16,['i tirta']
46,Tokoh-17,['i basur']
46,Tokoh-18,['i tanu']
46,Tokoh-19,['cening']
47,Tokoh-1,"['pianakne dadua lua muani', 'panak nyaine buka dadua', 'panak']"
47,Tokoh-2,"['panak i jara', 'panak jara']"
47,Tokoh-3,['panak nyai']
47,Tokoh-4,"['pianak kai', 'pianak']"
47,Tokoh-5,['panak wake']
47,Tokoh-6,"['inan jara', 'i jaran', 'jaran']"
47,Tokoh-7,['pianake']
47,Tokoh-8,"['i macam', 'i macan', 'macan']"
48,Tokoh-1,"['ida sang prabu mangsalia', 'sang prabu mangsalia', 'ida sang prabu', 'sang prabu']"
48,Tokoh-2,"['kedis goak luh muani', 'goak']"
48,Tokoh-3,"['punyan kasiape kepuh', 'kasiapa kepuh', 'kasiape kepuh']"
48,Tokoh-4,"['panjak-panjak ida', 'panjak-panjak']"
48,Tokoh-5,['i kasiape kepuh']
48,Tokoh-6,['dewa sang prabu']
48,Tokoh-7,"['i naga taksaka', 'naga']"
48,Tokoh-8,['i paksi gagak']
48,Tokoh-9,['ratu peranda']
48,Tokoh-10,['panjak idewa']
48,Tokoh-11,['i rare angon']
48,Tokoh-12,['panjake sami']
48,Tokoh-13,['ida pedanda']
48,Tokoh-14,['pepatih ida']
48,Tokoh-15,"['i lelipi', 'lelipi']"
48,Tokoh-16,['goaknya']
48,Tokoh-17,['i dewa']
48,Tokoh-18,['i goak']
49,Tokoh-1,"['i dadong getget', 'dadong getget', 'i dadong', 'dadong']"
49,Tokoh-2,['dadong: dadong']
49,Tokoh-3,['i reraman ipun']
49,Tokoh-4,['memen icange']
49,Tokoh-5,['batara sri']
49,Tokoh-6,"['i kecut', 'kecut']"
49,Tokoh-7,"['i meme', 'meme']"
49,Tokoh-8,['timpal']
49,Tokoh-9,"['bapan', 'bapa']"
50,Tokoh-1,"['meme bape i kedis gelatik', 'kedis gelatik', 'bape']"
50,Tokoh-2,['raksasa gede tur jele']
50,Tokoh-3,['panak-pamak gelatik']
50,Tokoh-4,"['panak panakne ento', 'panak']"
50,Tokoh-5,['panak-panak cange']
50,Tokoh-6,['raksasane ento']
50,Tokoh-7,"['i bapa gelatik', 'bapa gelatik', 'bapa']"
50,Tokoh-8,['panak panak']
50,Tokoh-9,"['i singa', 'singa']"
50,Tokoh-10,['cening']
51,Tokoh-1,"['i liutung', 'i lutung', 'lutung']"
51,Tokoh-2,"['i keker', 'keker']"
52,Tokoh-1,"['ida sang prabu asu', 'ida sang prabu', 'sang prabu']"
52,Tokoh-2,['ratu sang prabu']
52,Tokoh-3,['asu blanguyang']
52,Tokoh-4,"['i blanguyang', 'i blangyang']"
52,Tokoh-5,['asune ento']
52,Tokoh-6,"['i kelesih', 'kelesih']"
52,Tokoh-7,"['i samonge', 'i samong']"
52,Tokoh-8,"['buron', 'buro']"
53,Tokoh-1,"['punyan kepuh gede tur tegeh', 'kepuh']"
53,Tokoh-2,"['dane bendesa mandara giri', 'bendesa mandara giri']"
53,Tokoh-3,"['krama desa mandara giri', 'krama desa']"
53,Tokoh-4,['para krama desa']
53,Tokoh-5,"['i lelipi raja', 'i lelipi']"
53,Tokoh-6,['para pacalang']
53,Tokoh-7,"['i pangangon', 'pangangon']"
53,Tokoh-8,"['kedis goak', 'goak']"
53,Tokoh-9,['i kepuh']
53,Tokoh-10,['i goal']
53,Tokoh-11,['i goak']
54,Tokoh-1,"['anak muani pisagane i kerug', 'pisagane i kerug', 'i kerug']"
54,Tokoh-2,['kelihan desa']
54,Tokoh-3,['pisaga']
55,Tokoh-1,"['kucit ane paling mokoha', 'kucit']"
55,Tokoh-2,['beburon ane lenan']
55,Tokoh-3,['beburon ane liwat']
55,Tokoh-4,['angsa ajak dadua']
55,Tokoh-5,"['macan ane lenan', 'macan']"
55,Tokoh-6,['kucit ane lenan']
55,Tokoh-7,"['para wadua buro', 'buro']"
55,Tokoh-8,"['i macan poleng', 'i macan']"
55,Tokoh-9,['makejang buro']
55,Tokoh-10,"['i bojog ireng', 'i bojog', 'bojog']"
55,Tokoh-11,['panak celeng']
55,Tokoh-12,"['macanne ento', 'macane ento']"
55,Tokoh-13,['macan lenan']
55,Tokoh-14,['bojog cekah']
55,Tokoh-15,"['sarwa buron', 'sarwa buro', 'buron']"
55,Tokoh-16,"['kucit liu', 'i kucit']"
55,Tokoh-17,['beburonan']
55,Tokoh-18,"['i kidang', 'kidang']"
55,Tokoh-19,['liu buro']
55,Tokoh-20,['i angsa']
55,Tokoh-21,['i kebo']
55,Tokoh-22,['i rase']
55,Tokoh-23,['kucite']
56,Tokoh-1,"['ida raden galuh daha', 'ida raden galuh']"
56,Tokoh-2,['timpal i lacure']
56,Tokoh-3,"['ki dukuh sakti', 'i kaki dukuh', 'ki dukuh']"
56,Tokoh-4,['timpal-timpal']
56,Tokoh-5,['jero dukuh']
56,Tokoh-6,['i klaleng']
56,Tokoh-7,['i lacur']
57,Tokoh-1,"['cening sang langgana', 'langgana', 'cening']"
57,Tokoh-2,['i kaki dukuh']
57,Tokoh-3,['i langgana']
57,Tokoh-4,['pan cening']
57,Tokoh-5,['ida dukuh']
