StoryID,CharactersID,AliasCharacters
10,Tokoh-1,"maharaja Pretu, Maharaja Pretu, Maharaja"
10,Tokoh-2,"panjake, Panjake, panjak, panjaki dane"
10,Tokoh-3,"Ida Sang Prabu, Ida Sang prabu, sang prabu, ida sang prabu, Ratu sang prabu, Ratu Sang Prabu"
10,Tokoh-4,"Ida Batari Sri, ida batara, Ida Batara"
10,Tokoh-5,meme
10,Tokoh-6,"I kedis kuteh, Kedis kuteh"
10,Tokoh-7,"I kedis sugem, Kedis Sugem"
10,Tokoh-8,"kedis dara, Kedis dara"
10,Tokoh-9,"Cening, ceninge, cening"
10,Tokoh-10,"kedise petang ukud, kedise"
11,Tokoh-1,"Bhagawan Domia, Ratu Bhagawan, Ida Bhagawan Domia, Ida Hyang Bhagawan, Ida Bhagawan"
11,Tokoh-2,"Sang Utamaniu, Sang Utamaniune, Ida Sang Utamaniu"
11,Tokoh-3,"Sang Arunika, Ida Sang Arunika"
11,Tokoh-4,"Sang Weda, Ida Sang Weda"
11,Tokoh-5,"Ida Dang Guru, Dang Guru, dang guru, Dang guru, dang gurujati"
11,Tokoh-6,bapa
11,Tokoh-7,Sang Abimanyu
11,Tokoh-8,bapa Sang Undalaka
11,Tokoh-9,"Ceninge, Cening"
12,Tokoh-1,"Men Bekung, Men Bekunge, Men bekung"
12,Tokoh-2,Pan Bekung
12,Tokoh-3,"I Bintang Lara, Bintang Lara, I Bintang Larane, adi Bintang Lara, adi, I adi, Adi Bintang Lara, Adi"
12,Tokoh-4,"Anak Agung, Anake Agung, Ida Anake Agung, Ratu Anak Agung, Ratu Dewa Agung, Ratu Dewa Anak Agung, Anake agung, Ida Anak Agung, anake agung"
12,Tokoh-5,"parekanidane, parekane, i parekan, parekan, I Parekan, Parekan-parekan"
12,Tokoh-6,Anak Agung istri
12,Tokoh-7,"memene, Meme, meme, me"
12,Tokoh-8,bapanne
12,Tokoh-9,"anak odah, Anake odah, jero anak odah"
12,Tokoh-10,"rabinida, rabin Anake Agung"
12,Tokoh-11,"Rangsasa, I Rangsasa, I Raksasa"
12,Tokoh-12,"Ni Cili, Cili"
12,Tokoh-13,"widiadari ajaka lelima, dedarine buin dadua, dedarine dedari, I Dedari, Ni Dedari"
12,Tokoh-14,"Dewi Gagarmayang,dedari Gargamayang"
12,Tokoh-15,"Dewi Supraba, dedari Supraba, Ida Dedari Supraba, Ni Supraba, Ni supraba, dedari Suprabane"
12,Tokoh-16,"I Gagak Petak, Gagak Petak, I Gagak Petake, Gagak Petake, gagak petak, gagak petake"
12,Tokoh-17,baudandanidane
12,Tokoh-18,tanda mantri parbekel
12,Tokoh-19,"kurenanne, kurenane"
12,Tokoh-20,"Cening, cening"
12,Tokoh-21,"pianakne, pianak Meme, pianak tiange, panakne, pianakne muani, pianak Men Bekung"
12,Tokoh-22,"cucunne I Raksasa, Cucu, cucunne, Cucu, cucune"
12,Tokoh-23,"Dong Kaki, Kaki, kaki, Kaki-kaki, kakine"
12,Tokoh-24,embok
12,Tokoh-25,"anak luh dadua jegeg-jegeg, anak luh"
13,Tokoh-1,"Ni Murdani, Murdani"
13,Tokoh-2,"Bojog lua ento,  I bojog lua"
13,Tokoh-3,"Sang Hyang Embang, Embang, Ida Sanghyang Embang"
13,Tokoh-4,Bhatara Wisnu
13,Tokoh-5,"Kedis-kedise, Kedis"
13,Tokoh-6,anak jegeg listuayu ento
14,Tokoh-1,Pan Badung
14,Tokoh-2,Ni Badung
14,Tokoh-3,"bapane, bapan ipun"
14,Tokoh-4,"ula aya ageng pisan, ula aya punika, ula ayane punika, Ula ayane punika, ulane punika, ula"
14,Tokoh-5,"pianakne, panakne, pianaknyane, pianak ipune, pianak ipun"
15,Tokoh-1,Men Bekung
15,Tokoh-2,Ni Bulan Kuning
15,Tokoh-3,"I raksasa, I Raksasa, Raksasane"
16,Tokoh-1,"Cicing Alas, I Cicing Alas"
16,Tokoh-2,"Beburon di Alas Jenggala Sila, beburone"
16,Tokoh-3,I Landak
16,Tokoh-4,I Kuwuk
16,Tokoh-5,"Kedis Cerukcuk, I Kedis Cerukcuk"
16,Tokoh-6,"I Lembu, Lembu"
16,Tokoh-7,I Kedis Cangak
16,Tokoh-8,Kedis mabatis lantang ento
17,Tokoh-1,"Ni Jepun, Dadong Jepun, Dadong, Dong"
17,Tokoh-2,"anak luih jegeg, anake luh ento, Anake luh jegeg ento, luh ento, anak luh jegeg"
17,Tokoh-3,"anak muani bajang, anake bajang ento, anake muani ento, Anake muani ento, anake ento, anak bajang ento, anake bajang ene, anak bajange ento, anak bajang, anake"
17,Tokoh-4,"jelema, jelema gede-gede siteng"
17,Tokoh-5,"I krama lenan, krama desane, krama desa, Krama desa"
17,Tokoh-6,"sang natha ratu, natha ratu"
17,Tokoh-7,Sang Maha Wirya
17,Tokoh-8,"Ida Sang Raja, Sang Raja, Sang Maha Raja"
18,Tokoh-1,Raja Sura
18,Tokoh-2,Wasudewa
18,Tokoh-3,Dewi Pritha
18,Tokoh-4,"Raja Kuntibhoja, sang raja"
18,Tokoh-5,"Dewi Kunti, Dewi Kanti"
18,Tokoh-6,Rsi Durvasa
18,Tokoh-7,"brahmana sakti, sang brahmana sakti, Sang Brahmana, Sang Brahma"
18,Tokoh-8,"Sang Dewi, Dewi"
18,Tokoh-9,"Hyang Baskara, Hyang, Betara Hyang Betara"
18,Tokoh-10,Betara Surya
18,Tokoh-11,"Cening, cening"
19,Tokoh-1,"sang Ekalawya, Sang Ekalawya, Ekalawya, sang ekalawya"
19,Tokoh-2,"bhagawan Drona, Hyang Bhagawan, Sang guru Drona, Dang Hyang Drona, Sang Bhagawan, Guru Drona"
19,Tokoh-3,"Sang Arjuna, Arjuna, sang arjuna, sag Arjuna, cening Sang Arjuna"
19,Tokoh-4,"sisian Ida Bhagawan Drona, sisiane,sisian hyang bhagawan, sisia, sisian Sang Bhagawan, sisian bapa"
19,Tokoh-5,"Jero anak lanang, Jero"
19,Tokoh-6,"Bapa, bapa"
20,Tokoh-1,"sang Prabu Beksa, sang prabu, Sang prabu"
20,Tokoh-2,"Galuh Pradnyawati, Raden Galuh Pradnyawati"
20,Tokoh-3,Galuh Puspawati
20,Tokoh-4,Galuh Marmawati
20,Tokoh-5,Galuh Wijasantun
20,Tokoh-6,"Galuh martasari, Raden Galuh martasari"
20,Tokoh-7,Galuh Sumanasa
20,Tokoh-8,"Biang raden galun, biang Raden Galuh, biang galuh, Biang Raden Galuh, I Biang, Biang"
20,Tokoh-9,"okan-okane, okane"
20,Tokoh-10,"rakan ceninge, rakane"
20,Tokoh-11,Mbok galuh
20,Tokoh-12,"cening galuh, cening"
20,Tokoh-13,"raden galuh, Raden Galuh, Raden Galuh Pitu, galuh pepitu, Galuh Pitu, Ida Raden Galuh, Raden Galuh pitu,galuh pitu punika, Raden Galuh ajaka papitu, Raden Galuh makasami, Raden Galuh Pitu makasami"
20,Tokoh-14,"raksasa, I Raksasa"
21,Tokoh-1,I Getap
21,Tokoh-2,"memene, meme"
21,Tokoh-3,"bapane I Getap, bapane, Bapane I Getap"
22,Tokoh-1,"I Kedis Puuh, I Puuh"
22,Tokoh-2,"alu gede gati, Alune ento, alu, I Alu, Alu, alune ento"
23,Tokoh-1,"I Balu Kawanan, Beli Kawanan"
23,Tokoh-2,I Balu Kanginan
23,Tokoh-3,"Beli Wayan, Beli, Bli, beli, bli"
23,Tokoh-4,Luh
23,Tokoh-5,"pianak muani, pianakne"
24,Tokoh-1,"I Baluan, Baluan"
24,Tokoh-2,"Ida Sang Prabu Singa, Ida Sang Prabu, ratu sang prabu, Ratu Sang Prabu, Ratu sang Prabu, Ida sang Prabu Singa"
24,Tokoh-3,"I Blatuk, Blatuk"
24,Tokoh-4,"I Temisi, Temisi"
24,Tokoh-5,"I Kunang-Kunang, Kunang-Kunang, I Kunang-kunang"
24,Tokoh-6,"I Beduda, Beduda, I Bedudane, Baduda"
24,Tokoh-7,"I Sampi, Sampi, I Sampine"
24,Tokoh-8,"Anake Agung, Ida Anake Agung"
25,Tokoh-1,Ida Sang Prabu
25,Tokoh-2,"prameswarine, Sri Prameswari"
25,Tokoh-3,"I Basang Siap, basang siap"
25,Tokoh-4,I Mantri
25,Tokoh-5,I Galuh
25,Tokoh-6,"anak cerik, anak cerik bagus, anake cerik ento, anake cenik ento"
25,Tokoh-7,"pianak titiange, panake"
25,Tokoh-8,"biang I Dewane, biange"
25,Tokoh-9,"Cening, i cening"
26,Tokoh-1,I Belog
26,Tokoh-2,Luh Sari
26,Tokoh-3,Pan Sari
26,Tokoh-4,"Dewa Palsu I Belog, Dewa Palsu Belog"
26,Tokoh-5,"Betara, Ida Betara, Ratu Betara, I Ratu"
26,Tokoh-6,pianakne
27,Tokoh-1,"I Belog, Belog"
27,Tokoh-2,"memene, Me, meme, Meme, i meme, memenne, memene I Belog"
27,Tokoh-3,"kurenane, Kurenanne, knurenane, Kurenan I Beloge"
27,Tokoh-4,"Beli, Bli, bli"
27,Tokoh-5,"anak luh, Makejang anake luh, Anake luh ento, Luh"
28,Tokoh-1,"I Belog, Belog"
28,Tokoh-2,"Pan Sari, Pan sari"
28,Tokoh-3,"Luh Sari, Luh sari"
28,Tokoh-4,"Bapa, bapa, bapanne, bapane, Bapa Pan Sari"
28,Tokoh-5,"panakne, pianakne"
29,Tokoh-1,"I Belog, Belog"
29,Tokoh-2,"memenne, Meme, Memenne, meme, meme I Belog"
29,Tokoh-3,"bangken anak luh, bangkene, bangken anake luh ento, bangkene ento"
29,Tokoh-4,"Anake ento, anak luh jegeg pisan, anake luh ento, anake ento"
29,Tokoh-5,"kurenanne, kurenan icange"
30,Tokoh-1,Pan Meri
30,Tokoh-2,"merine ento, Merine bengil ento, merine, ri, merin titiange, merin icange, meri, merine Pan Meri, meri icange, Meri icange, merine bengil ento, meri Pan Meri"
30,Tokoh-3,"Anake gede selem, I gede selem, I Gede selem, anake gede selem ento"
31,Tokoh-1,"I Belog, belog"
31,Tokoh-2,"memene, Memene"
31,Tokoh-3,"dagang bebeke, dagang bebek"
31,Tokoh-4,Jero
32,Tokoh-1,"I Bikul, Bikul, I bikul, bikul cenik"
32,Tokoh-2,"Semal, I Semal"
32,Tokoh-3,"meong gede tur mokoh, I Meong"
33,Tokoh-1,"kedis sangsiah luh muani, i kedis, i kedise, Kedis Sangsiah, kedis"
33,Tokoh-2,"bojog, bojoge, Bojog, I Bojog, I bojog"
34,Tokoh-1,I Botol
34,Tokoh-2,"samong, Sang Samong, Samong, I Samong"
34,Tokoh-3,I Jaran
34,Tokoh-4,I Sampi
34,Tokoh-5,"I Kedis Sikep, I Kedise, I Sikep"
34,Tokoh-6,"Panak icange, panak icange"
34,Tokoh-7,"Sang Kancil, I Kancil"
34,Tokoh-8,"manusa, manusane, I manusa"
35,Tokoh-1,I Rumpuh
35,Tokoh-2,I Buta
35,Tokoh-3,"sudagar kacang tanah, sudagare ento"
35,Tokoh-4,"Beli, beline, Bell"
36,Tokoh-1,"I Celempung, Celempung"
36,Tokoh-2,Ni Gadung
36,Tokoh-3,"Kelian banjar, Jro Kelian Banjar, jro kelian, Jro kelian, jero kelian, jrone, jro kelian banjar"
36,Tokoh-4,I Anggrek
36,Tokoh-5,"cicing, Cicing, cicing tiang punika,  Cicing tiange puniki, cicing caine, cicingne I Celempung, cicingne, cicinge totonan, Cicinge totonan, cicinge, Cicingne, cicing tiange, Cicing caine, cicing tiannge, kuluk tiange"
36,Tokoh-6,Luh
36,Tokoh-7,bli
36,Tokoh-8,"krama, krama banjara, kramane, para krama banjara, krama banjare, krama banjar"
37,Tokoh-1,"I Cicing Gudig, Cicing Gudig, Cicing gudig"
37,Tokoh-2,dagang nasine
37,Tokoh-3,"Batari Durga, Ida Betari Durga, paduka Betari"
37,Tokoh-4,"Ida Sang Prabu, Sang Prabu, Ratu Sang Prabu"
37,Tokoh-5,"I Patih, Patih, Pepatih"
37,Tokoh-6,"Raden Mantri, Ida Raden Mantri"
37,Tokoh-7,"maadar, anake ento"
37,Tokoh-8,"tokoh Anak Agung, Agung"
37,Tokoh-9,okan Anak Agung
37,Tokoh-10,jerone
38,Tokoh-1,"cicing, I Cicing, cicinge"
38,Tokoh-2,"kambing, I Kambing, kambinge"
38,Tokoh-3,"burone, burone cenik"
39,Tokoh-1,"I Cita, Cita"
39,Tokoh-2,"I Macan, Macan"
39,Tokoh-3,"Manusa, i manusa"
39,Tokoh-4,I Jaran
39,Tokoh-5,"I Sampi, Sampi"
39,Tokoh-6,I Kedis Crukcuk
39,Tokoh-87,I Kancil
40,Tokoh-1,I Clalongan
40,Tokoh-2,"kedis perit, kedise"
40,Tokoh-3,petikan
40,Tokoh-4,glatik
40,Tokoh-5,sangsiah
40,Tokoh-6,Kakul
40,Tokoh-7,yuyu
40,Tokoh-8,udang
40,Tokoh-9,katake
40,Tokoh-10,capung
40,Tokoh-11,"semut anyud, I semut, I Semut"
40,Tokoh-12,I Matul
41,Tokoh-1,"I Congeh, Congeh"
41,Tokoh-2,"kurenan I Congeh, kurenanne"
41,Tokoh-3,pianak ipune
41,Tokoh-4,somah ipune
41,Tokoh-5,"Ulame sane ageng punika, ulame punika, Ulame punika, ulam mewarna selem"
42,Tokoh-1,"Ni Luh Arum, Ni Luh Arume, Luh Arume, Luh Arum, Luh, Luh arum"
42,Tokoh-2,"bapan Luh Arum, bapa, bapane, bapanne, Bapan Luh Arum, Bapan Luh Arume, pa, Bapa"
42,Tokoh-3,"I Donglen, Gede Donglen"
42,Tokoh-4,"beline, Beli, beli"
42,Tokoh-5,"I juru pikat, I Juru pikat"
42,Tokoh-6,"kedis curik lue muani, I Curik ane muani, curike ane luane, curike ane muani, jrone kedis curik, jrone, kedise, I kedis curik"
43,Tokoh-1,"I Rajapala, Irajapala"
43,Tokoh-2,ken Sulasih
43,Tokoh-3,"I Durma, I durma, Cening Durma, cening Durma, cening"
43,Tokoh-4,"memene, meme"
43,Tokoh-5,"pianakne, pianak bapa"
43,Tokoh-6,"bapa, Bapane, bapane"
43,Tokoh-7,"Jero Dukuh, jero Dukuh"
43,Tokoh-8,anake agung
43,Tokoh-9,Para punggawa
43,Tokoh-10,tandamantri
44,Tokoh-1,"i empas luh muani, I Empas ajaka dadua luh muani, empas ajak dadua, I Empas ajaka dadua, I Empas makadadua, empase ajak dadua"
44,Tokoh-2,"Beli, Beli Empas, Beline"
44,Tokoh-3,"empase ane lua, empas lua, Empas Lua, i empas lua, I Empas lua, Luh, empase luh"
44,Tokoh-4,"empase muani, I Empas muani, i empas muani"
44,Tokoh-5,"i angsa luh muani, angsa mabulu putih luh muani, angsa ajak dadua"
44,Tokoh-6,"angsa muani, I Angsa muani"
44,Tokoh-7,"Embok Angsa, Embok"
44,Tokoh-8,I Angsa Lua
44,Tokoh-9,I Dakep
44,Tokoh-10,"Ni Dangal, Dangal"
44,Tokoh-11,"empas, Empas, I Empas, empase"
44,Tokoh-12,"i angsa, angsa, Angsa"
44,Tokoh-13,"kuluk medem ajaka dadua, kuluk luh muani, kuluke muani"
44,Tokoh-14,"Bapane, Pa"
44,Tokoh-15,I Kuluk
45,Tokoh-1,I Durbudi
45,Tokoh-2,Ni Kacapa
45,Tokoh-3,Ni Cenkrenggi
45,Tokoh-4,I Cengkrengga
45,Tokoh-5,"I angsa, I angse, angsane punika, Beli Angsa, angsa, I Angsa"
45,Tokoh-6,"I empas, i empas, empas"
45,Tokoh-7,"Ratu, I Ratune, I Ratu"
45,Tokoh-8,I Angsang
45,Tokoh-9,Ni Angsing
45,Tokoh-10,I Asu
45,Tokoh-11,"empas kekalih lua muani, I empas makakalih"
45,Tokoh-12,"angsa akeh ipun kekalih luh muani, I angsa lua muani, I angsa lua muani makakalih"
45,Tokoh-13,asu kakalih lua muani
46,Tokoh-1,"I Wayan Tigaron, I Tigaron"
46,Tokoh-2,"I Gede Basur, I Basur"
46,Tokoh-3,"I Nyoman Karang, I Nyoman Karange, Nyoman Karang, Nyoman"
46,Tokoh-4,"Ni Sukesti, I Sukasti, Ni Sukasti"
46,Tokoh-5,I Rijasa
46,Tokoh-6,Ni Rempag
46,Tokoh-7,Ni Subandar
46,Tokoh-8,Ni Garu
46,Tokoh-9,"I Made Tanu, I Tanu"
46,Tokoh-10,"I Wayan Tirta, I Tirta, Wayan Tirta, beli Wayan Tirta"
46,Tokoh-11,I Pondal
46,Tokoh-12,"Beli Gede, Beli, beli"
46,Tokoh-13,bapa Made
46,Tokoh-14,"Cening, cening"
47,Tokoh-1,"jaran, I Jaran, Jaran"
47,Tokoh-2,"pianakne dadua lua muani, panak Nyaine buka dadua"
47,Tokoh-3,"pianakne, panakne, panak jarane, panak Jarane, panak I Jarane, pianake, panak Nyaine, pianak kaine, panak wakene"
47,Tokoh-4,inan jarane
47,Tokoh-5,"I Macam, I Macan, Macan"
48,Tokoh-1,"Kasiapa Kepuh, Kasiape Kepuh, I Kasiape Kepuh, punyan Kasiape Kepuh"
48,Tokoh-2,"kedis Goak luh muani, goak, Goak, I Goak, I Paksi Gagak, Goaknyane"
48,Tokoh-3,"I Lelipi, lelipi"
48,Tokoh-4,"Ida Sang Prabu Mangsalia, Sang Prabu Mangsalia, Dewa Sang Prabu, I Dewa, sang prabu"
48,Tokoh-5,"Ida Pedanda, Ratu Peranda"
48,Tokoh-6,"I naga Taksaka, I Naga taksaka, I Naga Taksaka, Naga"
48,Tokoh-7,"pepatih idane, panjak idewane, panjak-panjak idane, Panjake sami, panjak-panjak idane, panjak-panjak"
48,Tokoh-8,"I Rare Angon, I Rare angon"
49,Tokoh-1,"I Kecut, I kecut, Kecut"
49,Tokoh-2,"Dadong Getget, dadong, Dadong, I Dadong, I Dadong Getget"
49,Tokoh-3,timpalne
49,Tokoh-4,"I meme, meme, memene, memen icange"
49,Tokoh-5,"bapa, bapanne"
49,Tokoh-6,I reraman ipun
49,Tokoh-7,Batara Sri
50,Tokoh-1,"kedis gelatik, i kedis gelatik"
50,Tokoh-2,meme bape i kedis gelatik
50,Tokoh-3,"Bapa Gelatik, i Bapa Gelatik, Bapa, bape"
50,Tokoh-4,"panak panak ne, panakne, panak panakne ento, panak-pamak gelatik, panak-panak cange"
50,Tokoh-5,"i singa, I singa, singa"
50,Tokoh-6,"raksasa gede tur jele, raksasane ento"
50,Tokoh-7,cening
51,Tokoh-1,"I Keker, Keker, I keker"
51,Tokoh-2,"I Lutung, Lutung, I Liutung"
52,Tokoh-1,"sang prabu, Ida sang prabu, Ida Sang Prabu, Ratu Sang Prabu"
52,Tokoh-2,"I Blanguyang, asu Blanguyang, I Blangyang"
52,Tokoh-3,"burone, buron"
52,Tokoh-4,"I Samong, I Samonge"
52,Tokoh-5,"Kelesih, I Kelesih"
52,Tokoh-6,"asune ento, Asune ento, asune"
53,Tokoh-1,"punyan kepuh gede tur tegeh, I Kepuh, Kepuh"
53,Tokoh-2,"kedis goak, I Goak, Goak, I Goal"
53,Tokoh-3,"i pangangon, I pangangon, pangangon"
53,Tokoh-4,"I Lelipi Raja, I Lelipi"
53,Tokoh-5,"Krama desa Mandara Giri, krama desane, para krama desane"
53,Tokoh-6,"Dane Bendesa Mandara Giri, Bendesa Mandara Giri"
53,Tokoh-7,Para pacalang
54,Tokoh-1,I Kerug
54,Tokoh-2,kelihan desa
54,Tokoh-3,"anak muani pisagane I Kerug, pisagane, Pisagane I Kerug, pisagane I Kerug"
55,Tokoh-1,"beburonan, beburon ane lenan, beburon, beburon ane liwat, liu burone, buron, Makejang burone, burone, para wadua burone, sarwa burone"
55,Tokoh-2,"I Macang Poleng, I Macan"
55,Tokoh-3,"panak celeng, kucit, kucit liu, kucit ane paling mokoha, kucit ane lenan, Kucite, I Kucit"
55,Tokoh-4,"I Bojog, bojog, Bojog, bojog cekah, I Bojog Ireng"
55,Tokoh-5,"I Kidang, Kidang"
55,Tokoh-6,I Kebo
55,Tokoh-7,I Rase
55,Tokoh-8,"Angsa ajak dadua, I Angsa"
55,Tokoh-9,"macan lenan, macan ane lenan, Macane ento, macanne ento"
56,Tokoh-1,I Lacur
56,Tokoh-2,"timpal-timpalne, timpal I Lacure"
56,Tokoh-3,I Klaleng
56,Tokoh-4,"Ki Dukuh Sakti, I Kaki Dukuh, Ki Dukuh, Jero Dukuh"
56,Tokoh-5,"Ida Raden Galuh Daha, Ida Raden Galuh"
57,Tokoh-1,"I Langgana, langgana, Langgana, I Langganane"
57,Tokoh-2,Pan Cening
57,Tokoh-3,"Ida Dukuh, I Kaki Dukuh"
57,Tokoh-4,"Cening Sang Langgana, Cening, cening"
58,Tokoh-1,I Lara
59,Tokoh-1,"Ida Betara Indra, Betara Indra, Betara indra"
59,Tokoh-2,"beburone, buron, baburone, para burone"
59,Tokoh-3,I Gajah
59,Tokoh-4,I Macan
59,Tokoh-5,I kebo
59,Tokoh-6,"I Lelipi, Lipi, I lelipi"
59,Tokoh-7,lipan
59,Tokoh-8,celedu
59,Tokoh-10,"I Lasan, I lelasan, I lasan, i lasan, lelasane"
59,Tokoh-11,"jeleme, jelema, jelemane, jelema ento, jelemane ento"
59,Tokoh-12,"buron ajak mekejang, makejang burone, burone ane gede-gede makejang, burone gede ento"
60,Tokoh-1,"I Sangmong, Ida Sang Prabu, Sang Prabu I Sangmong, Sang Ratu Prabu"
60,Tokoh-2,"I Lutung, Jero Lutung"
60,Tokoh-3,"I Tumisi, Tumisi"
60,Tokoh-4,"I Capung Bangkok, Capung Bangkok"
60,Tokoh-5,"I Blatuk, Kedis Blatuk"
60,Tokoh-6,"I Kunang-kunang, Kunang-kunang"
60,Tokoh-7,"I Beduda, Beduda"
60,Tokoh-8,"I Sampi, Sampi"
60,Tokoh-9,"I Lelasan, Lelasan"
60,Tokoh-10,"I Lelipi, Lelipi"
61,Tokoh-1,"I Karitaka, Sang Karitaka"
61,Tokoh-2,"I Lelipi Gadang, Lelipi Gadang, lelipi gadang gede, I Lelipi"
61,Tokoh-3,"katak, katake, I Katak"
61,Tokoh-4,"Lelipine ento, lelipi, lelipine ento"
61,Tokoh-5,katake makejang
61,Tokoh-6,Katake ane cenik-cenik
61,Tokoh-7,"retunne, ratunne, ratun katak, ratun katake, Ratun Katake, I Ratun Katak"
61,Tokoh-8,"ane ngelahang carike, anake ane ngelahang carike"
62,Tokoh-1,"Sang Winata, Sang Winatane, sang Winata"
62,Tokoh-2,"Sang Kadru, Sang Kadrune"
62,Tokoh-3,"Sang Garuda, Garuda, Dewa Sang Garuda"
62,Tokoh-4,Sang Hyang Brahma
62,Tokoh-5,Sang Hyang Siwa
62,Tokoh-6,"Ida Batara Wisnu, Batara Wisnu, Ida batara Wisnu, Batara"
62,Tokoh-7,"meme, Meme, memene, memenne, memen Caine, memen tiange"
63,Tokoh-1,"I Lengar, Lengar, I Lengar paing keliha, I Lengar paling keliha, Ane paling keliha"
63,Tokoh-2,"I Mandalane, I Mandala"
63,Tokoh-3,Ni Luh Layang
63,Tokoh-4,I Widara
63,Tokoh-5,"pianak I Mandalane, pianakne, pianak icange"
63,Tokoh-6,"adin-adinne, Adi-adinne, adinne"
64,Tokoh-1,"I Lutung, Lutung, Tung, I utung"
64,Tokoh-2,"I Kekua, Kekua"
65,Tokoh-1,"I Lutung, Lutung, I Lutunge"
65,Tokoh-2,"I Kakua, I Kakuane, Kakuane, kakuane"
65,Tokoh-3,"Pekak Dukuh, I Pekak Dukuh, I Dukuh"
65,Tokoh-4,"Luh Kancrung, Luh, Luh Kancerung"
65,Tokoh-5,"Pekak, pekak"
65,Tokoh-6,"cucunne, cucunne Pekak Dukuh"
66,Tokoh-1,I Menceng
66,Tokoh-2,"I Polos, Polos"
66,Tokoh-3,"Bli Menceng, bli, bline"
67,Tokoh-1,"sampi, i sampi, I Sampi"
67,Tokoh-2,"kambing, I Kambing, I kambing"
67,Tokoh-3,memeri
67,Tokoh-4,kedis
67,Tokoh-5,"I Kedis Perit, Prit, I Perit"
67,Tokoh-6,I Kedis Curik
67,Tokoh-7,"I Kedis Goak, I Goak, Goak"
67,Tokoh-8,"Baburon, baburon, beburone, baburone, Baburon lenan"
67,Tokoh-9,baburon maawak gede tur situh ento
67,Tokoh-10,baburon cenikan
68,Tokoh-1,"I Sangging Lobangkara, Sangging Lobangkara"
68,Tokoh-2,Bhatara klungkung
68,Tokoh-3,"Ida Batara, Ratu Bhatara"
69,Tokoh-1,"I Kancil, Kancil"
69,Tokoh-2,"I Siput, I Siputane, Siput"
69,Tokoh-3,timpal-timpalne
69,Tokoh-4,siput-siput uling alase
69,Tokoh-5,Siput ane malunan
69,Tokoh-6,"sipute liu pesan, sipute liu, siput-sipute"
70,Tokoh-1,"tuma, I Tuma"
