story_id,person,aliases,type,sentence_id,text,is_dialogue,count_lexicon,is_subject,is_object
12,Tokoh-21,"['pianakne', 'pianak Meme', 'pianak tiange', 'panakne', 'pianakne muani', 'pianak Men Bekung']",Protagonist,8, Gelisin satua saget belingane suba gede tur suba tutug ulanane lantas nyakit Men Bekung tur lekad pianakne muani kadanin I Bintang Lara,0,2.0,1,1
93,Tokoh-11,"['panyeroane', 'i panyeroan', 'I panyeroan', 'panyeroan asiki']",Protagonist,33, i panyeroan matur tan wenten uning nyatua sakewanten ipun demen miragiang,0,7.0,1,1
96,Tokoh-1,"['Pan Angklung Gadang', 'Bapa Angklung Gadang', 'Pan Angklung Gadange', 'Angklung Gadang', 'I Angklung Gadang']",Antagonist,34, Dadiannya Pan Angklung Gadang inget teken dewekne danda bane tuara sangkep ne abulan,0,1.0,1,1
12,Tokoh-7,"['memene', 'Meme', 'meme', 'me']",Antagonist,99, Masaut I Bintang Lara Maan Icang Meme ne apa,0,0.0,1,1
109,Tokoh-23,"['Krama desane', 'para krama Desa Ekacakra', 'karma Desa Ekacakrane']",Protagonist,43, Gelisang carita benjangne para krama Desa Ekacakra makta tetadahan Raksasa Baka marupa nasi kebo kambing sarwa pala inuman tuak muah ulam saha rerasmen,0,0.0,1,0
69,Tokoh-2,"['I Siput', 'I Siputane', 'Siput']",Protagonist,6, Ia madan I Siput I Siput buron sane cenik nanging dueg miwah demen nulungin timpal,0,7.0,1,1
102,Tokoh-1,"['I Kedis cangak', 'I Kedis Cangak', 'Sang Cangak', 'sang cangak', 'Sang cangak', 'sang cangake']",Antagonist,4, Ring telaga punika akeh pisan kocap wenten ulam mawinan nyabran rahina I Kedis Cangak rauh merika ngrereh tetadahan,0,4.0,1,1
44,Tokoh-1,"['i empas luh muani', 'I Empas ajaka dadua luh muani', 'empas ajak dadua', 'I Empas ajaka dadua', 'I Empas makadadua', 'empase ajak dadua']",Antagonist,37, Beli ajak Embok Empas ajak dadua,0,0.0,1,0
105,Tokoh-11,"['Me Lutung', 'I Lutung', 'Lutung', 'Men Lutunge', 'I Lutunge', 'meme Lutung', 'me Lutung']",Protagonist,159, Keto abetne I Lutung,0,0.0,1,1
120,Tokoh-3,"['I Pekak Dukuh', 'I Pekak', 'I Pekak dukuh', 'I pekak dukuh', 'dukuh']",Protagonist,82, Ditu lantas I Pekak dukuh ngisinin pangidihne I Lutung laut I Pekak dukuh mebed awakne I Lutung aji duk ikutnyane kagantungin biu aijas turmaning lantas kaenyitin eduke punika,0,0.0,1,1
46,Tokoh-12,"['Beli Gede', 'Beli', 'beli']",Protagonist,23, Jawat kuda ja nelahang sailen-ilen upakara kewala Caai bisa ngorahang jag suba ada eman baan beli ngitungang,0,0.0,1,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,5, Ida Anak Agung Ngurah Rangsasa sakadi parab idane tan wenten pisan ngamanggehang darma ida seneng makaklecan,0,0.0,1,1
6,Tokoh-2,"['I Blenjo', 'Blenjo', 'Njo']",Antagonist,66, Ngregeh I Blenjo nyautin I busan kuluke makerah di paon,0,0.0,1,1
59,Tokoh-10,"['I Lasan', 'I lelasan', 'I lasan', 'i lasan', 'lelasane']",Protagonist,28, Ento mekrana lelasane yen nepuk jelema pakresek melaib rengas tur takut,0,-3.0,1,0
91,Tokoh-2,['Ni Kesuna'],Antagonist,28, Neked jumah ditu lantas gumatat-gumitite ento ane mencanen Ni Kesuna kanti ngemasin mati,0,-4.0,1,0
116,Tokoh-1,"['I Siap Selem', 'I Siap selem', 'Siap Selem']",Protagonist,21, I Siap Selem nyak nginep kerana ia pedalem teken pianakne,0,0.0,1,1
105,Tokoh-2,"['Ida Raden Galuh Daha', 'I Nanak Galuh', 'Raden Galuh', 'Ida Raden Galuh', 'Raden Galuhe', 'Raden Galuh', 'Galuh Daha', 'raden galuh', 'I Raden Galuhe', 'I Radem Galuh', 'i raden galuh', 'ratu Raden Galuh', 'galuh Daha', 'I Galuh Daha']",Protagonist,250, kacerita mani smenganne kema lantas Raden Galuh kumahne I Rangsasa ajaka I Lutung,0,0.0,1,1
14,Tokoh-1,['Pan Badung'],Antagonist,27, Sesampune Ni Badung mewali ke pekubonyane iraka raris Pan Badung medemang ula ayane punika kabatek baan jengah miwah gedeg ipune,0,0.0,1,0
52,Tokoh-2,"['I Blanguyang', 'asu Blanguyang', 'I Blangyang']",Antagonist,14, Gelisang satua teked I Kelesih sig purin Ida Sang Prabu sane nruweyang asu Blanguyang ento tur ngojog ka pawaregan,0,0.0,1,0
28,Tokoh-1,"['I Belog', 'Belog']",Protagonist,43, Disubane jani nyarepet sandikaon pesu I Belog uli gulungan eduke laut ia mulih slamet rahayu teked jumahne,0,-5.0,1,1
116,Tokoh-1,"['I Siap Selem', 'I Siap selem', 'Siap Selem']",Protagonist,45, Lantas I Siap Selem makeber ngentasin pangkung,0,0.0,1,1
68,Tokoh-1,"['I Sangging Lobangkara', 'Sangging Lobangkara']",Protagonist,1,Ada tuturan satua I Sangging Lobangkara geginane gambar dogen tur dueg pesan magegambaran sai-sai kone keto dogen gegaene,0,3.0,1,1
91,Tokoh-1,['Ni Bawang'],Protagonist,15, Krana ngugu munyin Ni Kesuna ditu Ni Bawang lantas tigtiga siama aji yeh anget tur tundena magedi,0,0.0,1,0
109,Tokoh-23,"['Krama desane', 'para krama Desa Ekacakra', 'karma Desa Ekacakrane']",Protagonist,18, Krama desane nyabran ngawarsa mangda ngaturang jatma adiri dados tetadahan I Raksasa Baka,0,0.0,1,0
22,Tokoh-2,"['alu gede gati', 'Alune ento', 'alu', 'I Alu', 'Alu', 'alune ento']",Antagonist,54, I Alu ningeh munyin I Kedis Puuhe ento uli di tengah gooke lantas ia ngarengkeng kene Yen tusing sautin sinah oranga bogbog nyanan jeg malaib lantas I Kedis Puuh payu buin mekenta,0,1.0,1,1
112,Tokoh-1,"['Sang Nandaka', 'Sang Nandakane', 'I Nandaka', 'Nandaka']",Protagonist,1,kacerita di alas Malawane ada kone lembu jagiran aukud madan Sang Nandaka,0,0.0,1,1
30,Tokoh-2,"['merine ento', 'Merine bengil ento', 'merine', 'ri', 'merin titiange', 'merin icange', 'meri', 'merine Pan Meri', 'meri icange', 'Meri icange', 'merine bengil ento', 'meri Pan Meri']",Protagonist,52, Eda takut merine bengil ento mula kai ane ngaba,0,-3.0,1,1
110,Tokoh-5,"['kedis gede pesan', 'kedise ane gede tur galak ento', 'kedis gede']",Antagonist,3, Sedeng itepa kedise cerik-cerik ngalih amah saget ada kedis gede pesan teka uli delod pasih,0,2.0,1,1
97,Tokoh-6,['timpalne'],Antagonist,87, Suba kone neked ka tengah bete makruna timpalne Dini suba gagah Masaut timpalne Maebo bangke dini jalan indayang dituan,0,0.0,1,0
117,Tokoh-5,"['buta', 'Buta', 'I Buta']",Antagonist,71, Sep apa sih gesgesa meonge ditu Keto I Buta,0,0.0,1,1
11,Tokoh-2,"['Sang Utamaniu', 'Sang Utamaniune', 'Ida Sang Utamaniu']",Antagonist,45, Sawireh tan sida antuk Ida Sang Utamaniu naanang seduk metu kayunnyane ngajeng getah don madori,0,0.0,1,1
8,Tokoh-1,['Narajana'],Protagonist,28, Narajana nuutin munyin kedise,0,0.0,1,0
40,Tokoh-5,['sangsiah'],Protagonist,2, Ia matimpal ngajak kedis perit petikan glatik sangsiah muah sane lianan,0,0.0,1,0
113,Tokoh-1,"['Sang Rama', 'Ida Sang Rama', 'Dewa Sang Rama']",Protagonist,3, I rika wenten pasraman druen Ida Maharesi Atri punika sane kaungsi antuk Ida Sang Rama,0,0.0,1,1
39,Tokoh-2,"['I Macan', 'Macan']",Antagonist,41, Jani ngraos kone I Kancil kene Nah yen buka pesaduan Cai ajak dadua jani lautang uli jumu edengang tongos Caine itunian Cai Macan macelep malu ka jebag krangkenge totonan tur kancing malu,0,0.0,1,0
98,Tokoh-13,"['i bikul', 'bikul']",Protagonist,76, Suba keto teked lantas di umah pande mase macelep lantas i bikul ajaka i meong,0,0.0,1,1
102,Tokoh-3,"['ulame', 'ulam', 'akeh ulame', 'para ulame', 'makasami ulame', 'Makasami ulame', 'ulame sami', 'Para ulame']",Protagonist,16, Para ulame nunas piteket saha nunas wantuanmangda ipun sami selamet,0,0.0,1,1
85,Tokoh-2,"['I Kancil', 'Kancil', 'Cil']",Protagonist,50, Apang wake tusing tawanga teken Batara Ciwa ngomong I Kancil,0,1.0,1,1
17,Tokoh-5,"['I krama lenan', 'krama desane', 'krama desa', 'Krama desa']",Antagonist,86, Ne jani cai tusing lega ngemaang ngidih Dadong ngelah pipis duang tali ulian ngadep saang ento lakar kabeliang nasi baang anak bajange ento Men yening Dadong meliang ia nasi Dadong apa lakar daar pipis Dadonge suba telah matakon I krama lenan,0,0.0,1,0
39,Tokoh-1,"['I Cita', 'Cita']",Protagonist,3, Sedek dina anu I Cita luas ngalih saang ka alase lakar anggona mapunpun,0,0.0,1,1
120,Tokoh-2,"['I Kekua', 'I kekua', 'Kekua', 'kekua']",Antagonist,1,Katuturan dugase malu kone I Lutung ngajak I Kekua masawitra melah pesan sakewala I Lutung pepesan pesan suba kena kauluk - uluk baan I Kekua,0,5.0,1,1
10,Tokoh-2,"['panjake', 'Panjake', 'panjak', 'panjaki dane']",Protagonist,27, Makejang panjake kaicen duman,0,0.0,1,1
63,Tokoh-6,"['adin-adinne', 'Adi-adinne', 'adinne']",Protagonist,24, Adi-adinne ngantosang di samping punyan buahe,0,0.0,1,1
39,Tokoh-2,"['I Macan', 'Macan']",Antagonist,23, Ditu I Macan marasa demen atinne,0,3.0,1,1
24,Tokoh-4,"['I Temisi', 'Temisi']",Antagonist,27, Laut I Temisi ngamulihang,0,0.0,1,1
6,Tokoh-1,"['I Nyoman Jater', 'I Nyoman jater', 'Nyoman Jater']",Protagonist,5, Sai-sai kone keto dogen daaran nasine kanti suba wadih I Nyoman Jater naar pesan tlengis teken jukut don ubi maroroban,0,0.0,1,1
32,Tokoh-2,"['Semal', 'I Semal']",Antagonist,6, I Semal buron ane ngelah daya liu sakewala solahne jele setata melog-melog timpal,0,1.0,1,1
6,Tokoh-2,"['I Blenjo', 'Blenjo', 'Njo']",Antagonist,16, I Blenjo ka paon ngendihang api nglantas nungguhang payuk,0,0.0,1,1
67,Tokoh-8,"['Baburon', 'baburon', 'beburone', 'baburone', 'Baburon lenan']",Antagonist,28, Baburon lenan ane iteh ngalih mamahan ngaden I Sampi ngamuk,0,-2.0,1,1
96,Tokoh-3,"['kurenannya', 'kurenanne', 'Kurenanne']",Protagonist,35, Lantas ia nagih pipis duang dasa teken kurenanne tur clepanga di jit kulukne,0,3.0,1,1
12,Tokoh-9,"['anak odah', 'Anake odah', 'jero anak odah']",Protagonist,29, Sube nyrepetang nepukin lantas anak odah ngubu ditu padidiana,0,0.0,1,0
42,Tokoh-5,"['I juru pikat', 'I Juru pikat']",Protagonist,69, Keneng-keneng Ia matimpuh ngangiang nasi sapatutne I juru pikat rahayu kenehne madaaran mapitama sebengne,0,0.0,1,1
30,Tokoh-3,"['Anake gede selem', 'I gede selem', 'I Gede selem', 'anake gede selem ento']",Protagonist,37, Nah jani jemakanga ja antiang dini I gede selem maselieb ka durin batune,0,2.0,1,1
87,Tokoh-7,"['para panjake', 'Panjake', 'panjake', 'panjaknyane', 'para panjak suargane', 'panjak Ida Bhatara Indrane']",Protagonist,5, Makasami panjaknyane kanikain nenten dados nglaksanayang sembah bakti ring Ida Sang Hyang Widhi Wasa,0,0.0,1,0
98,Tokoh-16,"['timpalne', 'timpal-timpalne']",Antagonist,71, Nyak lantas i bikul muah timpalne suba keto majalan lantas i bikul i meong i cicing sambilanga mapaitungan ngomong i bikul,0,1.0,1,0
109,Tokoh-12,"['I Raksasa Baka', 'Raksasa Baka', 'I Raksasabaka', 'I Raksasa', 'Raksasa']",Protagonist,60, Uli sekat ento karma Desa Ekacakrane luput uli rasa papa neraka suud lakar mesuang rare ane katadah ban I Raksasabaka,0,3.0,1,0
51,Tokoh-2,"['I Lutung', 'Lutung', 'I Liutung']",Antagonist,15, Keto I Lutung tur menek magandong di tundune I Keker,0,0.0,1,1
49,Tokoh-2,"['Dadong Getget', 'dadong', 'Dadong', 'I Dadong', 'I Dadong Getget']",Protagonist,15, Buin lantas ipun masesangi Dadong Dadong Getget idup Dadong nah lakar anggona ja Dadong kurenan,0,0.0,1,1
99,Tokoh-1,"['Pan Poleng', 'pan Poleng', 'Pan Polenge totonan']",Protagonist,16, Mesaut anake totonan Tiang ten ngadepin kal bang idih tiang Juang lantas lipine ento tekening Pan Poleng wadahine sokasi lipine totonan,0,0.0,1,1
38,Tokoh-2,"['kambing', 'I Kambing', 'kambinge']",Antagonist,8, Tusing lantas baanga tandukne enti teken I Kambing,0,0.0,1,1
54,Tokoh-1,['I Kerug'],Antagonist,10, Negak bengong I Kerug makeneh dija jani ngalih pipis angon mani metajen,0,0.0,1,0
18,Tokoh-7,"['brahmana sakti', 'sang brahmana sakti', 'Sang Brahmana', 'Sang Brahma']",Protagonist,11, Sesampunne sue Sang Brahma budal,0,0.0,1,0
97,Tokoh-6,['timpalne'],Antagonist,90, Masaut timpalne Jalan Lantas tegena petine abana ka pura,0,0.0,1,0
7,Tokoh-7,"['beli', 'beline', 'Beli', 'belin icang maka dadua']",Protagonist,28, Mirengang raos I Gancang asapunika raris masaut I Gancing Beli Gancang beneh pesan buka raos beline mare icang sing maboya teken pamineh beline,0,1.0,1,1
57,Tokoh-1,"['I Langgana', 'langgana', 'Langgana', 'I Langganane']",Protagonist,22, Sasubane ia enten di pasirepan nglejat ia bangun jeg nglantas kone I Langgana makecos nyemak saplar tur linggis anggona numbeg tur mongpong tanah,0,0.0,1,1
36,Tokoh-3,"['Kelian banjar', 'Jro Kelian Banjar', 'jro kelian', 'Jro kelian', 'jero kelian', 'jrone', 'jro kelian banjar']",Antagonist,7, Kelian banjar nguduhang juru arahe mapangarah ka soang-soang krama galah buin mani lakar sangkep di bale banjar,0,0.0,1,0
57,Tokoh-1,"['I Langgana', 'langgana', 'Langgana', 'I Langganane']",Protagonist,6, Yadin buka keto kacerita ada kone Pan Cening ane ngolasin sesai Pan Cening nuturin buka I Langgana cara nuturin panakne padidi,0,0.0,1,1
90,Tokoh-1,"['Nang Cubling', 'Nang Cublinge']",Antagonist,14, Nang Cubling lantas katunden marurub baan kasa,0,0.0,1,0
49,Tokoh-2,"['Dadong Getget', 'dadong', 'Dadong', 'I Dadong', 'I Dadong Getget']",Protagonist,31, Da Dadong mati nah wireh yan Dadong mati icang ane salah,0,-5.0,1,1
109,Tokoh-1,"['Dewi Kunti', 'Ida Dewi Kunti']",Protagonist,33, Malih nyawis Ida Dewi Kunti Inggih Ratu Pedanda kerasa sampun antuk titiang indike punika Ratu titiang taler sayang pisan ring pianak,0,5.0,1,1
27,Tokoh-1,"['I Belog', 'Belog']",Antagonist,79, Suba kone di duur tangkahne jeg ngetor I Belog sawireh tusing taen buka keto kadena ngalih somah bakel ajak ngitungin payuk jakan dogen,0,-5.0,1,1
9,Tokoh-1,"['I Belog', 'Belog']",Antagonist,29, Ajaka I Belog kumah meten ban memene,0,-5.0,1,1
86,Tokoh-3,"['belie', 'i beli', 'bli']",Antagonist,21, Cendekne belie ngidih sinampura teken cai tu i beli makeneh buin malajahin karirihan cai ne ane buka keto,0,0.0,1,1
93,Tokoh-6,['Ni Diah Tantri'],Protagonist,36, Ni Diah Tantri raris angutara saloka kadi ring sor puniki,0,0.0,1,0
26,Tokoh-1,['I Belog'],Antagonist,19, Buin Dewa Palsu I Belog ngraos Nah ne jani ada buin abesik pangedih nirane teken Damu to pianake Luh Sari enggalang antenang ngajak ia I Belog sawireh I Belog tuah jatma luih wicaksana maimbuh ririh,0,-10.0,1,0
63,Tokoh-1,"['I Lengar', 'Lengar', 'I Lengar paing keliha', 'I Lengar paling keliha', 'Ane paling keliha']",Protagonist,8, I Lengar paing keliha dot teken Ni Luh Layang,0,0.0,1,1
105,Tokoh-2,"['Ida Raden Galuh Daha', 'I Nanak Galuh', 'Raden Galuh', 'Ida Raden Galuh', 'Raden Galuhe', 'Raden Galuh', 'Galuh Daha', 'raden galuh', 'I Raden Galuhe', 'I Radem Galuh', 'i raden galuh', 'ratu Raden Galuh', 'galuh Daha', 'I Galuh Daha']",Protagonist,180, Ambila lantas baase teken Raden Galuh I Lutung lantas ngalih saang,0,0.0,1,1
18,Tokoh-5,"['Dewi Kunti', 'Dewi Kanti']",Protagonist,22, Dewi Kanti ngejer miragi wecanan Betara Surya,0,0.0,1,0
108,Tokoh-2,"['Sang Aji Saka', 'Aji Saka']",Protagonist,11, Sampun landuh jagate ring Majeti metu raris kayun Sang Aji Saka pacang ngelimbakang ngicenin kaweruhan kajagat lianan wantah jagat belat Negara mawasta jagat medang kemulan,0,0.0,1,1
