story_id,person,aliases,type,sentence_id,text,mention_count,word_count,text_prev,text_next,bert_context,is_primary_in_sentence
1,Tokoh-3,"['anake sane mentas ditu', 'liu anake']",Protagonist,22,kacerita anake sane mentas ditu pada ngon ningalin baju muah capil magantung paek semere tur ane ngelahang tuara ada .,3,57.0,Buine tambahe ane besikan bantangne tancebanga ka tanahe ane ngurugin semere muah ane lenan pejaga di sisin semere suud keto lantas kalahina mengkeb .,Apa buin mara ajinanga ada tambah ditu .,Buine tambahe ane besikan bantangne tancebanga ka tanahe ane ngurugin semere muah ane lenan pejaga di sisin semere suud keto lantas kalahina mengkeb . [SEP] kacerita anake sane mentas ditu pada ngon ningalin baju muah capil magantung paek semere tur ane ngelahang tuara ada . [SEP] Apa buin mara ajinanga ada tambah ditu .,1
1,Tokoh-3,"['anake sane mentas ditu', 'liu anake']",Protagonist,25,Sayan makelo sayan liu anake pada kema tur pada ngenehang anake ane ngae semere kaurugan baan tanah ditu .,3,57.0,Alihina tusing ada kaukkaukina tara ada masaut .,Lantas sahasa nyemak tambah pada numbegin semere ento .,Alihina tusing ada kaukkaukina tara ada masaut . [SEP] Sayan makelo sayan liu anake pada kema tur pada ngenehang anake ane ngae semere kaurugan baan tanah ditu . [SEP] Lantas sahasa nyemak tambah pada numbegin semere ento .,1
1,Tokoh-3,"['anake sane mentas ditu', 'liu anake']",Protagonist,28,Baan liu anake magae buina tanah nu gebuh dadiannya tuara makelo semere ento suba kedas buka ibine .,3,57.0,Tanahne kagediang .,Ditu Pan Karta malaib-laib tur ngomong Inggih jerone sareng sami tiang nunas pisan ring pitulung jerone sane paicaang ring tiang .,Tanahne kagediang . [SEP] Baan liu anake magae buina tanah nu gebuh dadiannya tuara makelo semere ento suba kedas buka ibine . [SEP] Ditu Pan Karta malaib-laib tur ngomong Inggih jerone sareng sami tiang nunas pisan ring pitulung jerone sane paicaang ring tiang .,1
1,Tokoh-4,"['jerone sareng sami', 'jerone']",Protagonist,29,Ditu Pan Karta malaib-laib tur ngomong Inggih jerone sareng sami tiang nunas pisan ring pitulung jerone sane paicaang ring tiang .,3,21.0,Baan liu anake magae buina tanah nu gebuh dadiannya tuara makelo semere ento suba kedas buka ibine .,,Baan liu anake magae buina tanah nu gebuh dadiannya tuara makelo semere ento suba kedas buka ibine . [SEP] Ditu Pan Karta malaib-laib tur ngomong Inggih jerone sareng sami tiang nunas pisan ring pitulung jerone sane paicaang ring tiang . [SEP],0
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,1,Ada katuturan satua I Angsa masawitra teken I Kerkuak .,70,517.0,,Sadina-dina I Angsa teken I Kerkuak setata bareng-bareng ngalih amah kema ka tegale .,[SEP] Ada katuturan satua I Angsa masawitra teken I Kerkuak . [SEP] Sadina-dina I Angsa teken I Kerkuak setata bareng-bareng ngalih amah kema ka tegale .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,2,Sadina-dina I Angsa teken I Kerkuak setata bareng-bareng ngalih amah kema ka tegale .,70,517.0,Ada katuturan satua I Angsa masawitra teken I Kerkuak .,Sakadi isin gumine rwa bineda kaucap ada jele ada melah patuh teken solah I Angsa ngajak I Kerkuak matungkas pisan parilaksana nyane .,Ada katuturan satua I Angsa masawitra teken I Kerkuak . [SEP] Sadina-dina I Angsa teken I Kerkuak setata bareng-bareng ngalih amah kema ka tegale . [SEP] Sakadi isin gumine rwa bineda kaucap ada jele ada melah patuh teken solah I Angsa ngajak I Kerkuak matungkas pisan parilaksana nyane .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,4,I Angsa parilaksanannyane polos jemet tur wicaksana .,70,517.0,Sakadi isin gumine rwa bineda kaucap ada jele ada melah patuh teken solah I Angsa ngajak I Kerkuak matungkas pisan parilaksana nyane .,Maelenan teken I Kerkuak bikasnyane jele demen ngai rusuh tur dayane liu .,Sakadi isin gumine rwa bineda kaucap ada jele ada melah patuh teken solah I Angsa ngajak I Kerkuak matungkas pisan parilaksana nyane . [SEP] I Angsa parilaksanannyane polos jemet tur wicaksana . [SEP] Maelenan teken I Kerkuak bikasnyane jele demen ngai rusuh tur dayane liu .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,6,Sedek dina anu I Angsa paling ngalih amah-amahan sawireh di Tegale suba telah amah-amahane .,70,517.0,Maelenan teken I Kerkuak bikasnyane jele demen ngai rusuh tur dayane liu .,Kema lantas I Angsa ka Tukad Dangin Desa ditu iya nolih liu ada be .,Maelenan teken I Kerkuak bikasnyane jele demen ngai rusuh tur dayane liu . [SEP] Sedek dina anu I Angsa paling ngalih amah-amahan sawireh di Tegale suba telah amah-amahane . [SEP] Kema lantas I Angsa ka Tukad Dangin Desa ditu iya nolih liu ada be .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,7,Kema lantas I Angsa ka Tukad Dangin Desa ditu iya nolih liu ada be .,70,517.0,Sedek dina anu I Angsa paling ngalih amah-amahan sawireh di Tegale suba telah amah-amahane .,Makeneh lantas I Angsa ngajak I Kerkuak kema ka Tukad Dangin Desa ngalih amah-amahan .,Sedek dina anu I Angsa paling ngalih amah-amahan sawireh di Tegale suba telah amah-amahane . [SEP] Kema lantas I Angsa ka Tukad Dangin Desa ditu iya nolih liu ada be . [SEP] Makeneh lantas I Angsa ngajak I Kerkuak kema ka Tukad Dangin Desa ngalih amah-amahan .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,8,Makeneh lantas I Angsa ngajak I Kerkuak kema ka Tukad Dangin Desa ngalih amah-amahan .,70,517.0,Kema lantas I Angsa ka Tukad Dangin Desa ditu iya nolih liu ada be .,We kerkuak di Tegale suba telah amah-amahane miwah bareng ajak icang kema ka Tukad Dangin Desa ngalih amah-amahan keto munyine I Angsa .,Kema lantas I Angsa ka Tukad Dangin Desa ditu iya nolih liu ada be . [SEP] Makeneh lantas I Angsa ngajak I Kerkuak kema ka Tukad Dangin Desa ngalih amah-amahan . [SEP] We kerkuak di Tegale suba telah amah-amahane miwah bareng ajak icang kema ka Tukad Dangin Desa ngalih amah-amahan keto munyine I Angsa .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,11,Disubane neked di Tukad Dangin Desa ditu lantas I Kerkuak nolih liu ada be pesu lantas daya corah ne I Kerkuak yen ne dum ajak I Angsa sinah lakar bedik icang maan ngamah krana basang icange cenik jeg liunan I Angsa maan ngamah krana awakne gede liu ngidaang ngamah be .,70,517.0,ia jeg ngepas sajaan basang icange suba seduk mai enggalin kema nyaut I Kerkuak .,I Kerkuak lantas nunden I Angsa numanang be We cai Angsa yen jani amah bene onyangan sinah buin mani poan sing ada buin ane lakar amah tumanang bene masaut lantas I Angsa ia saja adi tumben beneng otak caine miwah jani punduhang bene .,ia jeg ngepas sajaan basang icange suba seduk mai enggalin kema nyaut I Kerkuak . [SEP] Disubane neked di Tukad Dangin Desa ditu lantas I Kerkuak nolih liu ada be pesu lantas daya corah ne I Kerkuak yen ne dum ajak I Angsa sinah lakar bedik icang maan ngamah krana basang icange cenik jeg liunan I Angsa maan ngamah krana awakne gede liu ngidaang ngamah be . [SEP] I Kerkuak lantas nunden I Angsa numanang be We cai Angsa yen jani amah bene onyangan sinah buin mani poan sing ada buin ane lakar amah tumanang bene masaut lantas I Angsa ia saja adi tumben beneng otak caine miwah jani punduhang bene .,0
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,12,I Kerkuak lantas nunden I Angsa numanang be We cai Angsa yen jani amah bene onyangan sinah buin mani poan sing ada buin ane lakar amah tumanang bene masaut lantas I Angsa ia saja adi tumben beneng otak caine miwah jani punduhang bene .,70,517.0,Disubane neked di Tukad Dangin Desa ditu lantas I Kerkuak nolih liu ada be pesu lantas daya corah ne I Kerkuak yen ne dum ajak I Angsa sinah lakar bedik icang maan ngamah krana basang icange cenik jeg liunan I Angsa maan ngamah krana awakne gede liu ngidaang ngamah be .,I Angsa teken Kerkuak tuun lantas ka Tukade ngalih be tur lakar punduhanga .,Disubane neked di Tukad Dangin Desa ditu lantas I Kerkuak nolih liu ada be pesu lantas daya corah ne I Kerkuak yen ne dum ajak I Angsa sinah lakar bedik icang maan ngamah krana basang icange cenik jeg liunan I Angsa maan ngamah krana awakne gede liu ngidaang ngamah be . [SEP] I Kerkuak lantas nunden I Angsa numanang be We cai Angsa yen jani amah bene onyangan sinah buin mani poan sing ada buin ane lakar amah tumanang bene masaut lantas I Angsa ia saja adi tumben beneng otak caine miwah jani punduhang bene . [SEP] I Angsa teken Kerkuak tuun lantas ka Tukade ngalih be tur lakar punduhanga .,0
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,13,I Angsa teken Kerkuak tuun lantas ka Tukade ngalih be tur lakar punduhanga .,70,517.0,I Kerkuak lantas nunden I Angsa numanang be We cai Angsa yen jani amah bene onyangan sinah buin mani poan sing ada buin ane lakar amah tumanang bene masaut lantas I Angsa ia saja adi tumben beneng otak caine miwah jani punduhang bene .,Suba lantas liu maan be tur suba mapunduh bene I Angsa ngajak I Kerkuak nyawenin bene baan don kladi .,I Kerkuak lantas nunden I Angsa numanang be We cai Angsa yen jani amah bene onyangan sinah buin mani poan sing ada buin ane lakar amah tumanang bene masaut lantas I Angsa ia saja adi tumben beneng otak caine miwah jani punduhang bene . [SEP] I Angsa teken Kerkuak tuun lantas ka Tukade ngalih be tur lakar punduhanga . [SEP] Suba lantas liu maan be tur suba mapunduh bene I Angsa ngajak I Kerkuak nyawenin bene baan don kladi .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,14,Suba lantas liu maan be tur suba mapunduh bene I Angsa ngajak I Kerkuak nyawenin bene baan don kladi .,70,517.0,I Angsa teken Kerkuak tuun lantas ka Tukade ngalih be tur lakar punduhanga .,Gumine suba sanja tur ngancan wengi ditu lantas I Kerkuak ngajakin I Angsa mulih Angsa jani suba nagen peteng miwah mai mulih mani biin mai keto munyine I Kerkuak .,I Angsa teken Kerkuak tuun lantas ka Tukade ngalih be tur lakar punduhanga . [SEP] Suba lantas liu maan be tur suba mapunduh bene I Angsa ngajak I Kerkuak nyawenin bene baan don kladi . [SEP] Gumine suba sanja tur ngancan wengi ditu lantas I Kerkuak ngajakin I Angsa mulih Angsa jani suba nagen peteng miwah mai mulih mani biin mai keto munyine I Kerkuak .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,15,Gumine suba sanja tur ngancan wengi ditu lantas I Kerkuak ngajakin I Angsa mulih Angsa jani suba nagen peteng miwah mai mulih mani biin mai keto munyine I Kerkuak .,70,517.0,Suba lantas liu maan be tur suba mapunduh bene I Angsa ngajak I Kerkuak nyawenin bene baan don kladi .,Masaut I Angsa mai nake jani mulih mani buin mai .,Suba lantas liu maan be tur suba mapunduh bene I Angsa ngajak I Kerkuak nyawenin bene baan don kladi . [SEP] Gumine suba sanja tur ngancan wengi ditu lantas I Kerkuak ngajakin I Angsa mulih Angsa jani suba nagen peteng miwah mai mulih mani biin mai keto munyine I Kerkuak . [SEP] Masaut I Angsa mai nake jani mulih mani buin mai .,0
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,16,Masaut I Angsa mai nake jani mulih mani buin mai .,70,517.0,Gumine suba sanja tur ngancan wengi ditu lantas I Kerkuak ngajakin I Angsa mulih Angsa jani suba nagen peteng miwah mai mulih mani biin mai keto munyine I Kerkuak .,Majalan lantas I Angsa ngajak I Kerkuak mulih nanging disubane I Angsa neked jumah I Kerkuak malipetan kema ka Tukad Dangin Desa .,Gumine suba sanja tur ngancan wengi ditu lantas I Kerkuak ngajakin I Angsa mulih Angsa jani suba nagen peteng miwah mai mulih mani biin mai keto munyine I Kerkuak . [SEP] Masaut I Angsa mai nake jani mulih mani buin mai . [SEP] Majalan lantas I Angsa ngajak I Kerkuak mulih nanging disubane I Angsa neked jumah I Kerkuak malipetan kema ka Tukad Dangin Desa .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,17,Majalan lantas I Angsa ngajak I Kerkuak mulih nanging disubane I Angsa neked jumah I Kerkuak malipetan kema ka Tukad Dangin Desa .,70,517.0,Masaut I Angsa mai nake jani mulih mani buin mai .,Jeg telah kajanga bene ane suba punduhanga kema lantas abana ka Beten Punyan Pulene .,Masaut I Angsa mai nake jani mulih mani buin mai . [SEP] Majalan lantas I Angsa ngajak I Kerkuak mulih nanging disubane I Angsa neked jumah I Kerkuak malipetan kema ka Tukad Dangin Desa . [SEP] Jeg telah kajanga bene ane suba punduhanga kema lantas abana ka Beten Punyan Pulene .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,20,Suba lantas semengan teka I Angsa ngalih I Kerkuak lakar ngajak ngalih be ane punduhanga dibi di Tukad Dangin Desa .,70,517.0,Jeg kedas sing masisa kanti nang abesik bene .,Suba neked di Tukad Dangin Desa makesiab I Angsa jeg don kladi dogen enu bene telah ilang abesik sing masisa .,Jeg kedas sing masisa kanti nang abesik bene . [SEP] Suba lantas semengan teka I Angsa ngalih I Kerkuak lakar ngajak ngalih be ane punduhanga dibi di Tukad Dangin Desa . [SEP] Suba neked di Tukad Dangin Desa makesiab I Angsa jeg don kladi dogen enu bene telah ilang abesik sing masisa .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,21,Suba neked di Tukad Dangin Desa makesiab I Angsa jeg don kladi dogen enu bene telah ilang abesik sing masisa .,70,517.0,Suba lantas semengan teka I Angsa ngalih I Kerkuak lakar ngajak ngalih be ane punduhanga dibi di Tukad Dangin Desa .,yiihhhh kija melaib bene adi besik sing ada masisa .,Suba lantas semengan teka I Angsa ngalih I Kerkuak lakar ngajak ngalih be ane punduhanga dibi di Tukad Dangin Desa . [SEP] Suba neked di Tukad Dangin Desa makesiab I Angsa jeg don kladi dogen enu bene telah ilang abesik sing masisa . [SEP] yiihhhh kija melaib bene adi besik sing ada masisa .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,25,Paling jani I Angsa ngalih amah sawireh suba telah bene ilang .,70,517.0,Masaut lantas I Kerkuak yiihhh ngudiang bene telah ilang nyen ja ngamah ne bisa ada cicing mai dibi petengne iya mirib ngamah bene onyangan .,Nanging I Angsa tusing ja sebet krana suba nawang apa ane madan karma phala .,Masaut lantas I Kerkuak yiihhh ngudiang bene telah ilang nyen ja ngamah ne bisa ada cicing mai dibi petengne iya mirib ngamah bene onyangan . [SEP] Paling jani I Angsa ngalih amah sawireh suba telah bene ilang . [SEP] Nanging I Angsa tusing ja sebet krana suba nawang apa ane madan karma phala .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,26,Nanging I Angsa tusing ja sebet krana suba nawang apa ane madan karma phala .,70,517.0,Paling jani I Angsa ngalih amah sawireh suba telah bene ilang .,Jele parilaksanane jele masi kapanggih keto masi yen melah parilaksanane melah masi kapanggih .,Paling jani I Angsa ngalih amah sawireh suba telah bene ilang . [SEP] Nanging I Angsa tusing ja sebet krana suba nawang apa ane madan karma phala . [SEP] Jele parilaksanane jele masi kapanggih keto masi yen melah parilaksanane melah masi kapanggih .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,29,Indang-indeng I Angsa paling ngalih amah nanging I Kerkuak betek basangne maan ngamah be di Beten Punyan Pulene .,70,517.0,Jani ane maling maan ngamah be nah buin mani poan lara sane katemu .,Kanti betekan basangne Kerkuak ngamah masisa lantas bene .,Jani ane maling maan ngamah be nah buin mani poan lara sane katemu . [SEP] Indang-indeng I Angsa paling ngalih amah nanging I Kerkuak betek basangne maan ngamah be di Beten Punyan Pulene . [SEP] Kanti betekan basangne Kerkuak ngamah masisa lantas bene .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,33,Ditu lantas I Cicing gudig ngamah be kema lantas I Kerkuak ngalih I Angsa .,70,517.0,Masaut I Kerkuak ia mai-mai neh amah be icange cang suba betekan .,Suba lantas tepukina I Angsa orahina lantas I Angsa ajak I Kerkuak ada Cicing ngamah be We angsa ditu di Beten Punyan Pulene ada cicing ngamah be Mirib ia ne ngamah bene ane alih dibi .,Masaut I Kerkuak ia mai-mai neh amah be icange cang suba betekan . [SEP] Ditu lantas I Cicing gudig ngamah be kema lantas I Kerkuak ngalih I Angsa . [SEP] Suba lantas tepukina I Angsa orahina lantas I Angsa ajak I Kerkuak ada Cicing ngamah be We angsa ditu di Beten Punyan Pulene ada cicing ngamah be Mirib ia ne ngamah bene ane alih dibi .,0
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,34,Suba lantas tepukina I Angsa orahina lantas I Angsa ajak I Kerkuak ada Cicing ngamah be We angsa ditu di Beten Punyan Pulene ada cicing ngamah be Mirib ia ne ngamah bene ane alih dibi .,70,517.0,Ditu lantas I Cicing gudig ngamah be kema lantas I Kerkuak ngalih I Angsa .,Ditu lantas I Kerkuak ajak I Angsa ngintip jeg saja ada cicing gudig ngamah be ked tulangne liu ditu .,Ditu lantas I Cicing gudig ngamah be kema lantas I Kerkuak ngalih I Angsa . [SEP] Suba lantas tepukina I Angsa orahina lantas I Angsa ajak I Kerkuak ada Cicing ngamah be We angsa ditu di Beten Punyan Pulene ada cicing ngamah be Mirib ia ne ngamah bene ane alih dibi . [SEP] Ditu lantas I Kerkuak ajak I Angsa ngintip jeg saja ada cicing gudig ngamah be ked tulangne liu ditu .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,35,Ditu lantas I Kerkuak ajak I Angsa ngintip jeg saja ada cicing gudig ngamah be ked tulangne liu ditu .,70,517.0,Suba lantas tepukina I Angsa orahina lantas I Angsa ajak I Kerkuak ada Cicing ngamah be We angsa ditu di Beten Punyan Pulene ada cicing ngamah be Mirib ia ne ngamah bene ane alih dibi .,Saja jeg cicinge to mlaibang bene nah depang suba amah-amahan nak nu dadi alih mirib I Cicing gudig sing ngamah-ngamah telung wai keto munyine I Angsa nu masi pedalem teken anak len yadiastun ia pedidi konden maan ngamah .,Suba lantas tepukina I Angsa orahina lantas I Angsa ajak I Kerkuak ada Cicing ngamah be We angsa ditu di Beten Punyan Pulene ada cicing ngamah be Mirib ia ne ngamah bene ane alih dibi . [SEP] Ditu lantas I Kerkuak ajak I Angsa ngintip jeg saja ada cicing gudig ngamah be ked tulangne liu ditu . [SEP] Saja jeg cicinge to mlaibang bene nah depang suba amah-amahan nak nu dadi alih mirib I Cicing gudig sing ngamah-ngamah telung wai keto munyine I Angsa nu masi pedalem teken anak len yadiastun ia pedidi konden maan ngamah .,0
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,38,Aine suba endag I Angsa ajak I Kerkuak lantas ngalih amah-amahan kema ka Tegalne Pan Berag .,70,517.0,Liang kenehne I Kerkuak sawireh ane ngamaling sing ja len tuah I Kerkuak nanging I Cicing gudig tuduha ajak I Kerkuak .,Suba lantas neked di Tegalne Pan Berag ditu I Kerkuak ajak I Angsa nolih ada kolam liu misi be nanging kolamne dalem .,Liang kenehne I Kerkuak sawireh ane ngamaling sing ja len tuah I Kerkuak nanging I Cicing gudig tuduha ajak I Kerkuak . [SEP] Aine suba endag I Angsa ajak I Kerkuak lantas ngalih amah-amahan kema ka Tegalne Pan Berag . [SEP] Suba lantas neked di Tegalne Pan Berag ditu I Kerkuak ajak I Angsa nolih ada kolam liu misi be nanging kolamne dalem .,1
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,39,Suba lantas neked di Tegalne Pan Berag ditu I Kerkuak ajak I Angsa nolih ada kolam liu misi be nanging kolamne dalem .,70,517.0,Aine suba endag I Angsa ajak I Kerkuak lantas ngalih amah-amahan kema ka Tegalne Pan Berag .,Madaya I Kerkuak nunden I Angsa tuun ngalih be sik kolamne Pan Berag we Angsa cai dueg ngelangi kemu tuun juk bene di kolame .,Aine suba endag I Angsa ajak I Kerkuak lantas ngalih amah-amahan kema ka Tegalne Pan Berag . [SEP] Suba lantas neked di Tegalne Pan Berag ditu I Kerkuak ajak I Angsa nolih ada kolam liu misi be nanging kolamne dalem . [SEP] Madaya I Kerkuak nunden I Angsa tuun ngalih be sik kolamne Pan Berag we Angsa cai dueg ngelangi kemu tuun juk bene di kolame .,0
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,40,Madaya I Kerkuak nunden I Angsa tuun ngalih be sik kolamne Pan Berag we Angsa cai dueg ngelangi kemu tuun juk bene di kolame .,70,517.0,Suba lantas neked di Tegalne Pan Berag ditu I Kerkuak ajak I Angsa nolih ada kolam liu misi be nanging kolamne dalem .,Masaut I Angsa we kerkuak kolame ne nak ada ane ngelahang da ngaba bikas jele nyanan nemu sengsara cang sing nyak mamaling .,Suba lantas neked di Tegalne Pan Berag ditu I Kerkuak ajak I Angsa nolih ada kolam liu misi be nanging kolamne dalem . [SEP] Madaya I Kerkuak nunden I Angsa tuun ngalih be sik kolamne Pan Berag we Angsa cai dueg ngelangi kemu tuun juk bene di kolame . [SEP] Masaut I Angsa we kerkuak kolame ne nak ada ane ngelahang da ngaba bikas jele nyanan nemu sengsara cang sing nyak mamaling .,0
2,Tokoh-1,"['I Angsa', 'Angsa', 'angsa']",Protagonist,41,Masaut I Angsa we kerkuak kolame ne nak ada ane ngelahang da ngaba bikas jele nyanan nemu sengsara cang sing nyak mamaling .,70,517.0,Madaya I Kerkuak nunden I Angsa tuun ngalih be sik kolamne Pan Berag we Angsa cai dueg ngelangi kemu tuun juk bene di kolame .,Ulian layah basange I Kerkuak jeg kemu lantas ia tuun ka kolame konden neked di kolame saget sangket jaring baisne I Kerkuak ulian dengang sing nolih apa-apa .,Madaya I Kerkuak nunden I Angsa tuun ngalih be sik kolamne Pan Berag we Angsa cai dueg ngelangi kemu tuun juk bene di kolame . [SEP] Masaut I Angsa we kerkuak kolame ne nak ada ane ngelahang da ngaba bikas jele nyanan nemu sengsara cang sing nyak mamaling . [SEP] Ulian layah basange I Kerkuak jeg kemu lantas ia tuun ka kolame konden neked di kolame saget sangket jaring baisne I Kerkuak ulian dengang sing nolih apa-apa .,1
2,Tokoh-2,"['I Kerkuak', 'Kerkuak', 'kerkuak']",Antagonist,1,Ada katuturan satua I Angsa masawitra teken I Kerkuak .,67,573.0,,Sadina-dina I Angsa teken I Kerkuak setata bareng-bareng ngalih amah kema ka tegale .,[SEP] Ada katuturan satua I Angsa masawitra teken I Kerkuak . [SEP] Sadina-dina I Angsa teken I Kerkuak setata bareng-bareng ngalih amah kema ka tegale .,0
