storyID,story,sentenceID,sentence,kepedulian,menyakiti,keadilan,kecurangan,loyalitas,pengkhianatan,otoritas,pembangkangan,kesucian,kemerosotan,kebebasan,penindasan,kepedulian_prob,menyakiti_prob,keadilan_prob,kecurangan_prob,loyalitas_prob,pengkhianatan_prob,otoritas_prob,pembangkangan_prob,kesucian_prob,kemerosotan_prob,kebebasan_prob,penindasan_prob,positive_label_count,max_confidence
6,Jibau Malang,131,"Pertama, sayang kepada nyawamu, tinggalkan tempat ini; Kedua, kalau mau ke neraka, ya.....",0,0,0,0,0,1,0,0,0,0,0,0,0.0002331878786208108,5.605310434475541e-05,5.7212520914617926e-05,4.1001847421284765e-05,0.0001181476836791262,0.9211665987968445,0.0002502501884009689,0.00012159648758824915,0.07807931303977966,0.00010589153680484742,0.0003230494330637157,0.0007092498708516359,1,0.9211665987968445
6,Jibau Malang,132,"terimalah bagianmu, namun Siti Ensah takkan keberikan padamu, mengerti?",0,0,0,0,0,0,0,0,1,0,0,0,0.00023416841577272862,4.627653834177181e-05,5.830110967508517e-05,4.0246537537314e-05,0.0001228259498020634,0.0002123343147104606,0.00027134365518577397,0.0001219648402184248,0.9732699394226074,0.0001021286952891387,0.00031271480838768184,0.0007053185254335403,1,0.9732699394226074
6,Jibau Malang,196,Si Jibau kini disambut rakyat dengan gembira dan senang hati sebagai kepala pemerintahan di negeri itu.,0,0,1,0,0,0,0,0,0,0,0,0,0.00025245858705602586,4.804194759344682e-05,0.8736943006515503,3.745359572349116e-05,0.00011580708087421954,0.00020318329916335642,0.0003743344568647444,0.00012160229380242527,0.00043379171984270215,0.0001409958495059982,0.00031220063101500273,0.0006966475048102438,1,0.8736943006515503
8,Partiga Tiga Sipunjung Dan Anggaranim,6,"Ia laki-laki setengah baya, berbadan tegap dan kuat.",0,0,0,0,0,0,0,0,0,1,0,0,0.00023152232461143285,5.332082218956202e-05,5.023864287068136e-05,3.849459608318284e-05,0.0001310712832491845,0.00022576974879484624,0.00022290102788247168,0.0001236027746926993,0.0002230940735898912,0.9823070168495178,0.00030877493554726243,0.000701587472576648,1,0.9823070168495178
8,Partiga Tiga Sipunjung Dan Anggaranim,71,Sewaktu-waktu ia mengangguk angguk menyatakan persetujuannya.,0,0,0,0,0,0,1,0,0,0,0,0,0.00023899679945316166,5.1098792027914897e-05,5.9764985053334385e-05,3.829760316875763e-05,0.00010821938485605642,0.00020851237059105188,0.9704656600952148,0.00012116025754949078,0.00022951545543037355,0.00010869657853618264,0.0003030918596778065,0.0006868370692245662,1,0.9704656600952148
8,Partiga Tiga Sipunjung Dan Anggaranim,95,"""Kalau kau keluarga kami, terimalah sirih ini....""",0,0,0,0,0,0,0,0,1,0,0,0,0.0002238539163954556,4.5657412556465715e-05,6.28590423730202e-05,4.130009619984776e-05,0.00012124313070671633,0.0001851844135671854,0.00024031384964473546,0.0001221734273713082,0.9554770588874817,0.00013982554082758725,0.00031191977905109525,0.0006983947823755443,1,0.9554770588874817
11,Datu Dalu dan Sang Maima,18,"Senjata ini juga dijuluki ""Hujur na so boi mago,"" artinya ""tombak yang tidak boleh hilang.""",0,0,0,0,0,0,1,0,0,0,0,0,0.0002481735427863896,6.126859079813585e-05,9.065808262676e-05,4.2885767470579594e-05,0.00011419085785746574,0.00022157478088047355,0.96194988489151,0.00012198693730169907,0.0015414694789797068,0.00016296296962536871,0.00031838478753343225,0.0006918628350831568,1,0.96194988489151
11,Datu Dalu dan Sang Maima,35,"Ingat nama julukan tombak itu, katanya, ""Hujur no so boi mago"", atau ""Tombak yang tidak boleh hilang.....!""",0,0,0,0,0,0,1,0,0,0,0,0,0.00023464289552066475,5.773792145191692e-05,6.557766755577177e-05,4.807847653864883e-05,0.00011953518696827814,0.00022376766719389707,0.918576717376709,0.00013040706107858568,0.0016279094852507114,0.00013435249275062233,0.00032298846053890884,0.0007082853117026389,1,0.918576717376709
11,Datu Dalu dan Sang Maima,88,"Rupanya bau manusia begitu sedap bagi setang-setan itu, sehingga Sang Maima terus dirangkul dan diciumi.",0,0,0,0,0,0,0,0,0,1,0,0,0.00023334601428359747,5.2832590881735086e-05,5.362698357203044e-05,3.858710260828957e-05,0.00011597992852330208,0.00018542399629950523,0.00020660186419263482,0.0001209304464282468,0.0006753409397788346,0.9493974447250366,0.000312445976305753,0.0007246966124512255,1,0.9493974447250366
11,Datu Dalu dan Sang Maima,113,"""Tulang-tulang jarinya tentulah rapuh dan sedap dikunyah,"" kata yang satu lagi.",0,0,0,0,0,0,0,0,0,1,0,0,0.0002446226717438549,4.947715933667496e-05,4.715223622042686e-05,3.985939474659972e-05,0.00011312300193822011,0.00018642669601831585,0.000247426942223683,0.00012105423957109451,0.0024936338886618614,0.982591986656189,0.00030923535814508796,0.000718669209163636,1,0.982591986656189
11,Datu Dalu dan Sang Maima,123,Dan dengan kekerasan kemauannya ia dapat menyuruh orang lain mengerjakan apa yang diinginkannya atau menyuruhnya mengikuti kemana ia pergi.,0,1,0,0,0,0,0,0,0,0,0,0,0.0002603718312457204,0.9261866807937622,4.6541237679775804e-05,4.018269100924954e-05,0.00011340111086610705,0.0002182637108489871,0.0108425822108984,0.00012199298362247646,0.00022296945098787546,0.00011175181862199679,0.0003134391736239195,0.0006956406868994236,1,0.9261866807937622
11,Datu Dalu dan Sang Maima,162,Sang Maima langsung menuju rumah pamannya untuk mengembalikan tombak warisan itu.,0,0,0,0,0,0,1,0,0,0,0,0,0.00023326593509409577,4.9980739277089015e-05,4.6157008910086006e-05,3.783848660532385e-05,0.00011200904555153102,0.00020478515943977982,0.9619929194450378,0.00012080804299330339,0.0002596100966911763,0.00011539681145222858,0.0003064346965402365,0.000705593207385391,1,0.9619929194450378
11,Datu Dalu dan Sang Maima,221,Lalu meledaklah perang antara paman dan kemanakan.,0,1,0,0,0,0,0,0,0,0,0,0,0.0002280267799505964,0.9933134913444519,0.00031427046633325517,3.815998206846416e-05,0.00019945869280491024,0.0001816805306589231,0.0001996461214730516,0.0001228777109645307,0.00041159766260534525,0.00012138842430431396,0.00030717498157173395,0.0006915534031577408,1,0.9933134913444519
11,Datu Dalu dan Sang Maima,225,Kemudian Sang Maima menjelma menjadi harimau dan mengobrak-abrik ternak milik pamannya .,0,1,0,0,0,0,0,0,0,0,0,0,0.0002442894037812948,0.8978438377380371,5.6701690482441336e-05,3.8789730751886964e-05,0.00013597836368717253,0.00020410116121638566,0.00019867613445967436,0.00012680655345320702,0.0001965595583897084,0.00022881495533511043,0.00031244626734405756,0.0007003863574936986,1,0.8978438377380371
12,Cerita Pelleng Peneppuh Babah,74,"Anggota hulubalang dan Pandirabar dengan serentak meletakkan tangan di atas nasi pelleng, lau disuruh Peduk Perkutahtih mengulang-ulang sodip (tabas, mantra) bersama yang ingin beroleh restu dan berkat dengan tenaga magis dan khidmat nasi plleng tersebut.",0,0,0,0,0,0,1,0,0,0,0,0,0.0002297915780218318,6.201110227266327e-05,7.441920752171427e-05,4.5380726078292355e-05,0.0002848091535270214,0.0014396137557923794,0.9350211024284363,0.00013895786833018064,0.011893092654645443,0.00011523273860802874,0.00031519250478595495,0.0007033116417005658,1,0.9350211024284363
12,Cerita Pelleng Peneppuh Babah,79,"En mo tuhu kumakan kami plleng peneppuh babah ikeke matawari, asa bage ni plleng mo tuhu ate dekket pusuh-pusuhna silako alo graha bage nirep-repnami en mo buk-bukuna janah kumeke mo berrat bung hombang, berrat tahu, bage perbincer matawari cakgen en mo bincer sumasak sanggap dekket tuah mendahi kami, ndaoh kali ndaoh habat, mbuah page lambang dukut, tergempang kennah cinari dekket sumangan menjungjung mengratahi Batara Kash.""",0,0,0,0,0,0,0,1,0,0,0,0,0.0005229281377978623,0.00018228872795589268,0.00040571956196799874,0.00032267975620925426,0.392712265253067,0.0012901034206151962,0.0012104208581149578,0.8692091703414917,0.03811844810843468,0.18774569034576416,0.0006357899401336908,0.0008982187137007713,1,0.8692091703414917
13,Cerita Datu Kandibata,15,Semua rakyat raja tanah Alas sudah terkena penyakit cacar.,0,0,1,0,0,0,0,0,0,0,0,0,0.0002510500780772418,0.0003661721420940012,0.9158686995506287,3.8617992686340585e-05,0.00011953039938816801,0.00020743206550832838,0.00030657375464215875,0.00012202638026792556,0.0002360284561291337,0.00018672824080567807,0.00031098024919629097,0.0007143939146772027,1,0.9158686995506287
13,Cerita Datu Kandibata,252,"""Anakku Beru Tandang Karo, anakku Beru Tandang Meriah, entah ku bunuh diriku baru dapat kita berjumpa.""",0,1,0,0,0,0,0,0,0,0,0,0,0.00022910181724000722,0.9983975291252136,4.906116009806283e-05,3.720710446941666e-05,0.00011742615606635809,0.0001862980570876971,0.00023535070067737252,0.00012234364112373441,0.0006822970462962985,0.00011199685832252726,0.00031505312654189765,0.0007137384964153171,1,0.9983975291252136
14,Kisah Sitagan Bulu,40,"Abangnya sangat senang melihat tingkah lakunya sehari0hari, hanya belakangan ini agak berkurang karena beberapa ekor ayamnya hilang bila Pangisi sendirian tingal di rumah.",0,0,0,0,0,1,0,0,0,0,0,0,0.00030175174470059574,5.2297233196441084e-05,4.663467188947834e-05,3.957248918595724e-05,0.00011062014527851716,0.9290617108345032,0.00021588642266578972,0.00012387959577608854,0.00018566424841992557,0.00013771819067187607,0.0003155524027533829,0.0007102102972567081,1,0.9290617108345032
14,Kisah Sitagan Bulu,104,"Sesungguhnya abangnya dengan berat dan sedih melepas adiknya pergi, tetapi apa hendak dikata karena Pangisi tak mau membuang tulang belulang itu.",0,0,0,0,0,0,0,0,0,0,1,0,0.0002327760448679328,5.432364559965208e-05,4.5455879444489256e-05,3.8469748687930405e-05,0.0001086843476514332,0.00019425871141720563,0.00022165486006997526,0.00012221351789776236,0.00018636093591339886,0.00010083546658279374,0.9177492260932922,0.0007077832706272602,1,0.9177492260932922
14,Kisah Sitagan Bulu,193,"Bila kutinggalkan di hutan ini yah, saya termakan sumpah janji.",0,0,0,0,0,0,1,0,0,0,0,0,0.00023253003018908203,4.810622340301052e-05,5.292113564792089e-05,3.844785533146933e-05,0.00011584751337068155,0.0001922029332490638,0.9985430240631104,0.00012530249659903347,0.0003402881557121873,0.00010582480899756774,0.00031013472471386194,0.0007029353873804212,1,0.9985430240631104
14,Kisah Sitagan Bulu,213,"Perkawinan kita telah direstui oleh saudaraku, dan kalian telah mengikat janji,"" katanya dari dalam potongan bambu itu.Datu Parngongo dan orang tuanya jadi tercengang seketika.",0,0,0,0,0,0,1,0,0,0,0,0,0.00023503854754380882,4.868328323937021e-05,4.699709461419843e-05,3.931029641535133e-05,0.00011807638657046482,0.00018671274301595986,0.9970920085906982,0.00012283027172088623,0.0023731919936835766,0.00010916640894720331,0.0003115566214546561,0.0007186318398453295,1,0.9970920085906982
14,Kisah Sitagan Bulu,264,"Kau telah mungkir janji, kau bunuh kakakku.",0,1,0,0,0,0,0,0,0,0,0,0,0.0002274832222610712,0.9997298121452332,4.5728087570751086e-05,3.7029549275757745e-05,0.00011337181058479473,0.0001895964378491044,0.0004153040936216712,0.00012200670607853681,0.0003256518393754959,0.00011323373473715037,0.0003123926871921867,0.0006996298907324672,1,0.9997298121452332
14,Kisah Sitagan Bulu,271,"""Tenanglah saudaraku, jangan bunuh iparmu.",0,1,0,0,0,0,0,0,0,0,0,0,0.00023836824402678758,0.9996390342712402,5.5516924476251006e-05,3.757856393349357e-05,0.00011257441656198353,0.00018043475574813783,0.0002756851608864963,0.0001212352653965354,0.00046875711996108294,0.0001083380266209133,0.00030710763530805707,0.0006986490334384143,1,0.9996390342712402
14,Kisah Sitagan Bulu,302,"""Kalau memang benar, baiklah.",0,0,0,0,0,0,0,0,1,0,0,0,0.00024847444728948176,4.717607589554973e-05,4.8313111619791016e-05,3.748586095753126e-05,0.00011798916239058599,0.00018458592239767313,0.00020570629567373544,0.00012064919428667054,0.9249565005302429,0.00011087518942076713,0.0003022423479706049,0.0007003903738223016,1,0.9249565005302429
15,Kisah Lubuk Emas,26,"""Sekarang katakanlah bahwasanya kau telah dapat menerima pinangan raja Aceh itu,"" ucap Raja Simargolang membujuk puterinya Sri Pandan mengangkat kepalanya, menatap Raja Simargolang dengan mata basah dan berkata.",0,0,0,0,0,0,0,0,0,1,0,0,0.00022854958660900593,4.948678906657733e-05,5.7505381846567616e-05,3.8518723158631474e-05,0.00011608227214310318,0.00018627921235747635,0.0002667244407348335,0.00012304233678150922,0.01498535554856062,0.8952890634536743,0.00031732721254229546,0.0007137202192097902,1,0.8952890634536743
15,Kisah Lubuk Emas,78,Belum sampai si Hatoban menyembah kepada Raja Simargolang.,0,0,0,0,0,0,0,0,1,0,0,0,0.00024362627300433815,4.811108374269679e-05,5.052508640801534e-05,3.7424066249514e-05,0.00012114466517232358,0.00020071268954779953,0.00019114237511530519,0.00012188972323201597,0.8609473705291748,9.660934301791713e-05,0.0003091383841820061,0.0007175601203925908,1,0.8609473705291748
15,Kisah Lubuk Emas,84,"Berkali-kali hamba telah jelaskan apa yang mungkin timbul akibat hubungan ini, namun Tuanku Sri Puteri tetap berkeras untuk melanjutkannya.",0,0,0,0,0,0,0,0,1,0,0,0,0.00029361879569478333,5.1046969019807875e-05,5.975928434054367e-05,3.85254061257001e-05,0.00011644492042250931,0.0002124033635482192,0.00038760798634029925,0.00012139791942900047,0.9591527581214905,0.00011418617214076221,0.00031298265093937516,0.0007179360254667699,1,0.9591527581214905
15,Kisah Lubuk Emas,92,"""Tuanku, Puteri Sri Pandan telah memutuskan bunuh diri dilubuk di Selatan itu.""",0,1,0,0,0,0,0,0,0,0,0,0,0.00023945387511048466,0.9957093000411987,5.448671436170116e-05,3.9229744288604707e-05,0.0001255877868970856,0.0001772619434632361,0.000279881787719205,0.00012124000932089984,0.00023806454555597156,0.00010062607179861516,0.00031400390435010195,0.0007135004852898419,1,0.9957093000411987
15,Kisah Lubuk Emas,94,"Raja Simargolang terpekik, dunia menjadi gelap seketika baginya dan bajunya basah karena keringat.",0,1,0,0,0,0,0,0,0,0,0,0,0.000231576879741624,0.9960036873817444,4.424979124451056e-05,3.7321282434277236e-05,0.00010996795754181221,0.00019854733545798808,0.00020048774604219943,0.0001227783941430971,0.00022755807731300592,0.00011938059469684958,0.000311798183247447,0.0007010019617155194,1,0.9960036873817444
17,Raja Empedu,1,"Pada zaman dahulu kala, Kecamatan Rawas Ulu yang merupakan wilayah Kabupaten Musi Rawas, Sumatera Selatan, terbagi ke dalam tiga wilayah pemerintahan yaitu Hulu Sungai Nusa, Lesung Batu, dan Kampung Suku Kubu.",0,0,0,0,0,0,1,0,0,0,0,0,0.0002967685868497938,6.524824857478961e-05,0.00624010618776083,3.8593174394918606e-05,0.00013708196638617665,0.000249647768214345,0.9671186208724976,0.00012814266665372998,0.0008462470723316073,0.00012960575986653566,0.00033444660948589444,0.0007224454893730581,1,0.9671186208724976
17,Raja Empedu,38,Bukankah hal itu sesuai dengan perjanjian yang telah Tuan sepakati bersama Raja Pangeran Mas?”,0,0,0,0,0,0,1,0,0,0,0,0,0.0002594168181531131,5.68085779377725e-05,0.0005787017871625721,4.2367442802060395e-05,0.00012929245713166893,0.0001792182301869616,0.9738942384719849,0.0001215356242028065,0.0014513990608975291,0.00038817376480437815,0.0003144469519611448,0.0007135641062632203,1,0.9738942384719849
17,Raja Empedu,68,Bukankah hal itu sesuai dengan perjanjian yang telah Tuan sepakati bersama Raja Pangeran Mas?”,0,0,0,0,0,0,1,0,0,0,0,0,0.0002594168181531131,5.68085779377725e-05,0.0005787017871625721,4.2367442802060395e-05,0.00012929245713166893,0.0001792182301869616,0.9738942384719849,0.0001215356242028065,0.0014513990608975291,0.00038817376480437815,0.0003144469519611448,0.0007135641062632203,1,0.9738942384719849
17,Raja Empedu,108,"Untuk melepas keriduannya, ia sering pergi ke Tebing Ajam, yaitu suatu tempat yang tinggi untuk meninjau dari kejauhan Negeri Hulu Sungai, tempat tinggal putrinya dan Raja Empedu.",0,0,0,0,0,0,0,0,0,0,1,0,0.00023702974431216717,4.739351061289199e-05,5.269622852210887e-05,3.8211361243156716e-05,0.0001283409947063774,0.00020909053273499012,0.00022443947091232985,0.0001253768423339352,0.00028978154296055436,9.847542969509959e-05,0.8882760405540466,0.0007076001493260264,1,0.8882760405540466
18,Si Pahit Lidah,48,Dia memberi saran kepada penduduk setempat agar memberikan potongan jala-jala di pintu masuk jalan kampung.,0,0,0,0,0,0,1,0,0,0,0,0,0.00024169876996893436,4.6420536818914115e-05,5.486766167450696e-05,3.8519934605574235e-05,0.00012086312926840037,0.00022059162438381463,0.880280077457428,0.0001210739865200594,0.0002288319665240124,0.0002022360567934811,0.00030729742138646543,0.0007153513724915683,1,0.880280077457428
18,Si Pahit Lidah,89,"Dalam adu sakti ini, siapa yang menang akan berhak menjadi Raja Tanjung Menang.",0,0,0,0,0,0,1,0,0,0,0,0,0.000257508538197726,6.167247920529917e-05,0.0002505856391508132,3.9054782973835245e-05,0.0001145884525612928,0.00019753354717977345,0.9543811082839966,0.00012121352483518422,0.002425742568448186,0.00014589053171221167,0.00031249725725501776,0.0007164842681959271,1,0.9543811082839966
19,Danau Singkarak dan Sungai Ombilin,40,"Wah, sedap sekali aromanya, Bu.",0,0,0,0,0,0,0,0,0,1,0,0,0.00024124591436702758,4.597644874593243e-05,4.961787271895446e-05,3.781579289352521e-05,0.00011691578401951119,0.00018364444258622825,0.00020437961211428046,0.00012076831626472995,0.0008189778891392052,0.9616805911064148,0.0003050300292670727,0.0007168647716753185,1,0.9616805911064148
20,Malin Kundang,10,"Menetaplah saja di sini, temani ibu,” ucap ibunya sedih setelah mendengar keinginan Malin yang ingin merantau.",0,0,0,0,0,0,0,0,0,1,0,0,0.00023575899831485003,4.8319467168767005e-05,4.840801557293162e-05,3.744613422895782e-05,0.00012241107469890267,0.0001733159297145903,0.000218514003790915,0.00012141654588049278,0.0009425293537788093,0.9520063996315002,0.00031209649750962853,0.0007104306714609265,1,0.9520063996315002
20,Malin Kundang,32,"“Mande, tahukah kau anakmu kini telah menikah dengan gadis cantik, putri seorang bangsaan yang sangat kaya raya,” ucapnya saat itu.",0,0,0,0,0,0,0,0,0,1,0,0,0.0002227888471679762,5.025377686251886e-05,4.8947884351946414e-05,4.149665983277373e-05,0.00011844118853332475,0.00021917710546404123,0.00026189873460680246,0.0001298422721447423,0.0012901427689939737,0.9755833148956299,0.0003169142291881144,0.0007042455254122615,1,0.9755833148956299
20,Malin Kundang,55,"Mengapa dahulu kau berbohong kepadaku ucapnya sinis, “ Bukankah dulu kau katakan bahwa ibumu adalah seorang bangsawan yang sederajat denganku ?!”",0,0,0,0,0,0,0,0,0,1,0,0,0.00023889793374110013,8.564603194827214e-05,8.129032357828692e-05,4.354476914159022e-05,0.00011239796731388196,0.00017960193508770317,0.0005454528727568686,0.00012619135668501258,0.0003130563418380916,0.975781261920929,0.0003178573970217258,0.0006951403920538723,1,0.975781261920929
20,Malin Kundang,58,ucapnya kasar.,0,0,0,0,0,0,0,0,0,1,0,0,0.000249300996074453,5.200282612349838e-05,5.186449925531633e-05,3.999723048764281e-05,0.00011345712846377864,0.00018449494382366538,0.00021876020764466375,0.00012077050632797182,0.0002490997430868447,0.9727485775947571,0.0002990293432958424,0.000686885614413768,1,0.9727485775947571
20,Malin Kundang,68,Melarat dan kotor !”,0,0,0,0,0,0,0,0,0,1,0,0,0.00026687528588809073,4.415840521687642e-05,6.374732765834779e-05,4.219269976601936e-05,0.00011365777754690498,0.00018785957945510745,0.00020636404224205762,0.0001223431754624471,0.00031732115894556046,0.9798903465270996,0.0003079147427342832,0.0006940996972844005,1,0.9798903465270996
21,Siamang Putih,69,Mereka pun mengizinkannya untuk kembali berlayar.,0,0,0,0,0,0,1,0,0,0,0,0,0.00025355254183523357,4.536748747341335e-05,5.763285662396811e-05,3.828310582321137e-05,0.00010966617264784873,0.00019848774536512792,0.9914876222610474,0.00012103912740712985,0.00015346167492680252,0.000104766026197467,0.00030250297277234495,0.0006914508994668722,1,0.9914876222610474
21,Siamang Putih,99,"Mereka mengundang bangsawan, alim ulama, cerdik pandai di seluruh kampung.",0,0,1,0,0,0,0,0,0,0,0,0,0.0002319746563443914,5.4747346439398825e-05,0.9697301387786865,3.946636934415437e-05,0.00012461522419471294,0.00018508803623262793,0.0002588367206044495,0.00012399471597746015,0.00027294381288811564,0.00011587845074245706,0.0003087861114181578,0.000698662013746798,1,0.9697301387786865
21,Siamang Putih,117,Ini akibat dari mengingkari sumpah sehidup semati dengan Sutan Rumanduang dulunya.”,0,0,0,0,0,0,1,0,0,0,0,0,0.0002437603397993371,5.439441520138644e-05,4.873712168773636e-05,3.892609674949199e-05,0.00012837427493650466,0.00018620214541442692,0.9680758714675903,0.0001274653332075104,0.0011026900028809905,0.00023094998323358595,0.000311236857669428,0.0007089201244525611,1,0.9680758714675903
22,Bayo',123,Mak Siti kemudian mengikat puntung di bagian yang belum terbakar dengan tali.,0,0,0,0,0,0,0,0,0,0,1,0,0.00023223533935379237,0.00014738187019247562,4.533358514891006e-05,3.873292007483542e-05,0.00011550579074537382,0.00018269781139679253,0.00019391783280298114,0.0001223499421030283,0.00023816856264602393,0.00012959574814885855,0.8744961619377136,0.0007058178307488561,1,0.8744961619377136
22,Bayo',125,Anjing penjaga ladang itu kemudian dilepaskannya.,0,0,0,0,0,0,0,0,0,0,1,0,0.00023647534544579685,4.666345193982124e-05,5.09476667502895e-05,3.8024591049179435e-05,0.0001212803617818281,0.00019754616369027644,0.00021046142501290888,0.00012102343316655606,0.00015218807675410062,0.00011229586380068213,0.9159297943115234,0.0007052523433230817,1,0.9159297943115234
24,Legenda Bukti Fafinesu,7,"Sejak itulah, ketiga anak yatim tersebut harus menghidupi diri mereka.",1,0,0,0,0,0,0,0,0,0,0,0,0.9785023927688599,4.7165412979666144e-05,5.056027293903753e-05,3.806366657954641e-05,0.00010948643466690555,0.0002004854759434238,0.0031245306599885225,0.00012095005513401702,0.0003184361266903579,0.00010826985817402601,0.00030617567244917154,0.0007058951305225492,1,0.9785023927688599
24,Legenda Bukti Fafinesu,82,"“Terima kasih, Ayah, Ibu,”ucap ketiga anak itu serentak.",0,0,0,0,0,0,0,0,0,1,0,0,0.00024102843599393964,4.476965841604397e-05,5.1470426114974543e-05,3.8192749343579635e-05,0.00011342997458996251,0.0001906729448819533,0.00026707735378295183,0.00012088364019291475,0.17911438643932343,0.9782317280769348,0.00031491948175244033,0.0007132034515962005,1,0.9782317280769348
27,Asal Usul Ikan Patin,41,"Dagingnya pasti gurih dan lezat,” ucapnya dengan takjub.",0,0,0,0,0,0,0,0,0,1,0,0,0.0002773584856186062,4.8802467063069344e-05,5.7387489505345e-05,3.9716498577035964e-05,0.00011777794134104624,0.000198027424630709,0.00022581279336009175,0.00012909190263599157,0.0026275422424077988,0.9897134304046631,0.0003101541951764375,0.0007064517121762037,1,0.9897134304046631
