storyID,sentenceID,word,BIO_tag
1,19,begins,O
1,19,with,O
1,19,a,O
1,19,Murder,O
1,19,Mystery,O
1,19,charming,O
1,19,Picture,O
1,19,of,O
1,19,Gray-Haired,O
1,19,Man,B-PER
1,19,discovered,O
1,19,Dead,O
1,19,in,O
1,19,his,O
1,19,Library,O
1,19,Blood,O
1,19,splashed,O
1,19,all,O
1,19,over,O
1,19,the,O
1,19,Furniture,O
1,19,Knife,O
1,19,of,O
1,19,Curious,O
1,19,Design,O
1,19,lying,O
1,19,on,O
1,19,Floor,O
1,20,You,O
1,20,know,O
1,20,at,O
1,20,once,O
1,20,that,O
1,20,the,O
1,20,most,O
1,20,Respected,O
1,20,and,O
1,20,least,O
1,20,suspected,O
1,20,Personage,O
1,20,in,O
1,20,the,O
1,20,Book,O
1,20,committed,O
1,20,the,O
1,20,awful,O
1,20,Crime,O
1,20,but,O
1,20,you,O
1,20,haven't,O
1,20,the,O
1,20,Heart,O
1,20,to,O
1,20,Track,O
1,20,him,O
1,20,down,O
1,20,and,O
1,20,compel,O
1,20,him,O
1,20,to,O
1,20,commit,O
1,20,Suicide,O
1,21,8,O
1,21,The,O
1,21,Book,O
1,21,that,O
1,21,gets,O
1,21,away,O
1,21,with,O
1,21,one,O
1,21,Man,B-PER
1,21,asking,O
1,21,another,O
1,21,By,O
1,21,Jove,O
1,21,who,O
1,21,is,O
1,21,that,O
1,21,Dazzling,O
1,21,Beauty,O
1,21,in,O
1,21,the,O
1,21,Box,O
1,22,The,O
1,22,Man,B-PER
1,22,who,O
1,22,asks,O
1,22,this,O
1,22,Question,O
1,22,has,O
1,22,a,O
1,22,Name,O
1,22,which,O
1,22,sounds,O
1,22,like,O
1,22,the,O
1,22,Title,O
1,22,of,O
1,22,a,O
1,22,Sleeping,O
1,22,Car,O
1,23,You,O
1,23,feel,O
1,23,instinctively,O
1,23,that,O
1,23,he,O
1,23,is,O
1,23,going,O
1,23,to,O
1,23,be,O
1,23,all,O
1,23,Mixed,O
1,23,Up,O
1,23,with,O
1,23,that,O
1,23,Girl,B-PER
1,23,in,O
1,23,the,O
1,23,Box,O
1,23,before,O
1,23,Chapter,O
1,23,XII,O
1,24,is,O
1,24,reached,O
1,24,but,O
1,24,who,O
1,24,can,O
1,24,take,O
1,24,any,O
1,24,real,O
1,24,Interest,O
1,24,in,O
1,24,the,O
1,24,Love,O
1,24,Affairs,O
1,24,of,O
1,24,a,O
1,24,Man,B-PER
1,24,with,O
1,24,such,O
1,24,a,O
1,24,Name,O
1,25,9,O
1,25,The,O
1,25,Book,O
1,25,that,O
1,25,tells,O
1,25,all,O
1,25,about,O
1,25,Society,O
1,25,and,O
1,25,how,O
1,25,Tough,O
1,25,it,O
1,25,is,O
1,26,Even,O
1,26,the,O
1,26,Women,B-PER
1,26,drink,O
1,26,Brandy,O
1,26,and,O
1,26,Soda,O
1,26,smoke,O
1,26,Cigarettes,O
1,26,and,O
1,26,Gamble,O
1,27,The,O
1,27,clever,O
1,27,Man,B-PER
1,27,of,O
1,27,the,O
1,27,World,O
1,27,who,O
1,27,says,O
1,27,all,O
1,27,the,O
1,27,Killing,O
1,27,Things,O
1,27,is,O
1,27,almost,O
1,27,as,O
1,27,Funny,O
1,27,as,O
1,27,Ally,O
1,27,Sloper,O
1,28,An,O
1,28,irritable,O
1,28,Person,O
1,28,after,O
1,28,reading,O
1,28,nine,O
1,28,Chapters,O
1,28,of,O
1,28,this,O
1,28,kind,O
1,28,of,O
1,28,High,O
1,28,Life,O
1,28,would,O
1,28,be,O
1,28,ready,O
1,28,to,O
1,28,go,O
1,28,Home,O
1,28,and,O
1,28,throw,O
1,28,his,O
1,28,Grandmother,O
1,28,into,O
1,28,the,O
1,28,Fire,O
1,29,10,O
1,29,The,O
1,29,dull,O
1,29,gray,O
1,29,Book,O
1,29,or,O
1,29,the,O
1,29,Simple,O
1,29,Annals,O
1,29,of,O
1,29,John,O
1,29,Gardensass,O
1,30,A,O
1,30,Careful,O
1,30,Study,O
1,30,of,O
1,30,American,O
1,30,Life,O
1,31,In,O
1,31,Chapter,O
1,31,I,O
1,31,he,O
1,31,walks,O
1,31,along,O
1,31,the,O
1,31,Lane,O
1,31,stepping,O
1,31,first,O
1,31,on,O
1,31,one,O
1,31,Foot,O
1,31,and,O
1,31,then,O
1,31,on,O
1,31,the,O
1,31,Other,O
1,31,enters,O
1,31,a,O
1,31,House,O
1,31,by,O
1,31,the,O
1,31,Door,O
1,31,and,O
1,31,sits,O
1,31,in,O
1,31,a,O
1,31,four-legged,O
1,31,wooden,O
1,31,Chair,O
1,31,looking,O
1,31,out,O
1,31,through,O
1,31,a,O
1,31,Window,O
1,31,with,O
1,31,Glass,O
1,31,in,O
1,31,it,O
1,32,Book,O
1,32,denotes,O
1,32,careful,O
1,32,Observation,O
1,33,Nothing,O
1,33,happens,O
1,33,until,O
1,33,Page,O
1,33,150,O
1,34,Then,O
1,34,John,O
1,34,decides,O
1,34,to,O
1,34,sell,O
1,34,the,O
1,34,Cow,B-PER
1,35,In,O
1,35,the,O
1,35,Final,O
1,35,Chapter,O
1,35,he,O
1,35,sits,O
1,35,on,O
1,35,a,O
1,35,Fence,O
1,35,and,O
1,35,Whittles,O
1,36,True,O
1,36,Story,O
1,36,but,O
1,36,What's,O
1,36,the,O
1,36,Use,O
1,37,Why,O
1,37,continue,O
1,38,The,O
1,38,Dyspeptic,B-PER
1,38,said,O
1,38,that,O
1,38,when,O
1,38,he,O
1,38,wanted,O
1,38,something,O
1,38,really,O
1,38,Fresh,O
1,38,and,O
1,38,Original,O
1,38,in,O
1,38,the,O
1,38,Line,O
1,38,of,O
1,38,Fiction,O
1,38,he,O
1,38,read,O
1,38,the,O
1,38,Prospectus,O
1,38,of,O
1,38,a,O
1,38,Mining,O
1,38,Corporation,O
1,39,Moral,O
1,39,Only,O
1,39,the,O
1,39,more,O
1,39,Rugged,O
1,39,Mortals,O
1,39,should,O
1,39,attempt,O
1,39,to,O
1,39,Keep,O
1,39,Up,O
1,39,on,O
1,39,Current,O
1,39,Literature,O
2,1,A,O
2,1,certain,O
2,1,Preacher,B-PER
2,1,became,O
2,1,wise,O
2,1,to,O
2,1,the,O
2,1,Fact,O
2,1,that,O
2,1,he,O
2,1,was,O
2,1,not,O
2,1,making,O
2,1,a,O
2,1,Hit,O
2,1,with,O
2,1,his,O
2,1,Congregation,O
2,2,The,O
2,2,Parishioners,B-PER
2,2,did,O
2,2,not,O
2,2,seem,O
2,2,inclined,O
2,2,to,O
2,2,seek,O
2,2,him,O
2,2,out,O
2,2,after,O
2,2,Services,O
2,2,and,O
2,2,tell,O
2,2,him,O
2,2,he,O
2,2,was,O
2,2,a,O
2,2,Pansy,O
2,3,He,O
2,3,suspected,O
2,3,that,O
2,3,they,O
2,3,were,O
2,3,Rapping,O
2,3,him,O
2,3,on,O
2,3,the,O
2,3,Quiet,O
2,4,The,O
2,4,Preacher,B-PER
2,4,knew,O
2,4,there,O
2,4,must,O
2,4,be,O
2,4,something,O
2,4,wrong,O
2,4,with,O
2,4,his,O
2,4,Talk,O
2,5,He,O
2,5,had,O
2,5,been,O
2,5,trying,O
2,5,to,O
2,5,Expound,O
2,5,in,O
2,5,a,O
2,5,clear,O
2,5,and,O
2,5,straightforward,O
2,5,Manner,O
2,5,omitting,O
2,5,Foreign,O
2,5,Quotations,O
2,5,setting,O
2,5,up,O
2,5,for,O
2,5,illustration,O
2,5,of,O
2,5,his,O
2,5,Points,O
2,5,such,O
2,5,Historical,O
2,5,Characters,O
2,5,as,O
2,5,were,O
2,5,familiar,O
2,5,to,O
2,5,his,O
2,5,Hearers,O
2,5,putting,O
2,5,the,O
2,5,stubby,O
2,5,Old,O
2,5,English,O
2,5,words,O
2,5,ahead,O
2,5,of,O
2,5,the,O
2,5,Latin,O
2,5,and,O
2,5,rather,O
2,5,flying,O
2,5,low,O
2,5,along,O
2,5,the,O
2,5,Intellectual,O
2,5,Plane,O
2,5,of,O
2,5,the,O
2,5,Aggregation,O
2,5,that,O
2,5,chipped,O
2,5,in,O
2,5,to,O
2,5,pay,O
2,5,his,O
2,5,Salary,O
2,6,But,O
2,6,the,O
2,6,Pew-Holders,O
2,6,were,O
2,6,not,O
2,6,tickled,O
2,7,They,O
2,7,could,O
2,7,Understand,O
2,7,everything,O
2,7,he,O
2,7,said,O
2,7,and,O
2,7,they,O
2,7,began,O
2,7,to,O
2,7,think,O
2,7,he,O
2,7,was,O
2,7,Common,O
2,8,So,O
2,8,he,O
2,8,studied,O
2,8,the,O
2,8,Situation,O
2,8,and,O
2,8,decided,O
2,8,that,O
2,8,if,O
2,8,he,O
2,8,wanted,O
2,8,to,O
2,8,Win,O
2,8,them,O
2,8,and,O
2,8,make,O
2,8,everybody,O
2,8,believe,O
2,8,he,O
2,8,was,O
2,8,a,O
2,8,Nobby,O
2,8,and,O
2,8,Boss,O
2,8,Minister,B-PER
2,8,he,O
2,8,would,O
2,8,have,O
2,8,to,O
2,8,hand,O
2,8,out,O
2,8,a,O
2,8,little,O
2,8,Guff,O
2,9,He,O
2,9,fixed,O
2,9,it,O
2,9,up,O
2,9,Good,O
2,9,and,O
2,9,Plenty,O
2,10,On,O
2,10,the,O
2,10,following,O
2,10,Sunday,O
2,10,Morning,O
2,10,he,O
2,10,got,O
2,10,up,O
2,10,in,O
2,10,the,O
2,10,Lookout,O
2,10,and,O
2,10,read,O
2,10,a,O
2,10,Text,O
2,10,that,O
2,10,didn't,O
2,10,mean,O
2,10,anything,O
2,10,read,O
2,10,from,O
2,10,either,O
2,10,Direction,O
2,10,and,O
2,10,then,O
2,10,he,O
2,10,sized,O
2,10,up,O
2,10,his,O
2,10,Flock,O
2,10,with,O
2,10,a,O
2,10,Dreamy,O
2,10,Eye,O
2,10,and,O
2,10,said,O
2,10,We,O
2,10,can,O
2,10,not,O
2,10,more,O
2,10,adequately,O
2,10,voice,O
2,10,the,O
2,10,Poetry,O
2,10,and,O
2,10,Mysticism,O
2,10,of,O
2,10,our,O
2,10,Text,O
2,10,than,O
2,10,in,O
2,10,those,O
2,10,familiar,O
2,10,Lines,O
2,10,of,O
2,10,the,O
2,10,great,O
2,10,Icelandic,O
2,10,Poet,O
2,10,Ikon,O
2,10,Navrojk,O
2,10,When,O
2,10,the,O
2,10,Preacher,B-PER
2,10,concluded,O
2,10,this,O
2,10,Extract,O
2,10,from,O
2,10,the,O
2,10,Well-Known,O
2,10,Icelandic,O
2,10,Poet,O
2,10,he,O
2,10,paused,O
2,10,and,O
2,10,looked,O
2,10,downward,O
2,10,breathing,O
2,10,heavily,O
2,10,through,O
2,10,his,O
2,10,Nose,O
2,10,like,O
2,10,Camille,O
2,10,in,O
2,10,the,O
2,10,Third,O
2,10,Act,O
2,11,A,O
2,11,Stout,O
2,11,Woman,B-PER
2,11,in,O
2,11,the,O
2,11,Front,O
2,11,Row,O
2,11,put,O
2,11,on,O
2,11,her,O
2,11,Eye-Glasses,O
2,11,and,O
2,11,leaned,O
2,11,forward,O
2,11,so,O
2,11,as,O
2,11,not,O
2,11,to,O
2,11,miss,O
2,11,Anything,O
2,12,A,O
2,12,Venerable,O
2,12,Harness,O
2,12,Dealer,O
2,12,over,O
2,12,at,O
2,12,the,O
2,12,Right,O
2,12,nodded,O
2,12,his,O
2,12,Head,O
2,12,solemnly,O
2,13,He,O
2,13,seemed,O
2,13,to,O
2,13,recognize,O
2,13,the,O
2,13,Quotation,O
2,14,Members,O
2,14,of,O
2,14,the,O
2,14,Congregation,O
2,14,glanced,O
2,14,at,O
2,14,one,O
2,14,another,O
2,14,as,O
2,14,if,O
2,14,to,O
2,14,say,O
2,14,This,O
2,14,is,O
2,14,certainly,O
2,14,Hot,O
2,14,Stuff,O
2,15,The,O
2,15,Preacher,B-PER
2,15,wiped,O
2,15,his,O
2,15,Brow,O
2,15,and,O
2,15,said,O
2,15,he,O
2,15,had,O
2,15,no,O
2,15,Doubt,O
2,15,that,O
2,15,every,O
2,15,one,O
2,15,within,O
2,15,the,O
2,15,Sound,O
2,15,of,O
2,15,his,O
2,15,Voice,O
2,15,remembered,O
2,15,what,O
2,15,Quarolius,O
2,15,had,O
2,15,said,O
2,15,following,O
2,15,the,O
2,15,same,O
2,15,Line,O
2,15,of,O
2,15,Thought,O
2,16,It,O
2,16,was,O
2,16,Quarolius,O
2,16,who,O
2,16,disputed,O
2,16,the,O
2,16,Contention,O
2,16,of,O
2,16,the,O
2,16,great,O
2,16,Persian,O
2,16,Theologian,O
2,16,Ramtazuk,O
2,16,that,O
2,16,the,O
2,16,Soul,O
2,16,in,O
2,16,its,O
2,16,reaching,O
2,16,out,O
2,16,after,O
2,16,the,O
2,16,Unknowable,O
2,16,was,O
2,16,guided,O
2,16,by,O
2,16,the,O
2,16,Spiritual,O
2,16,Genesis,O
2,16,of,O
2,16,Motive,O
2,16,rather,O
2,16,than,O
2,16,by,O
2,16,mere,O
2,16,Impulse,O
2,16,of,O
2,16,Mentality,O
2,17,The,O
2,17,Preacher,B-PER
2,17,didn't,O
2,17,know,O
2,17,what,O
2,17,all,O
2,17,This,O
2,17,meant,O
2,17,and,O
2,17,he,O
2,17,didn't,O
2,17,care,O
2,17,but,O
2,17,you,O
2,17,can,O
2,17,rest,O
2,17,easy,O
2,17,that,O
2,17,the,O
2,17,Pew-Holders,O
2,17,were,O
2,17,On,O
2,17,in,O
2,17,a,O
2,17,minute,O
2,18,He,O
2,18,talked,O
2,18,it,O
2,18,off,O
2,18,in,O
2,18,just,O
2,18,the,O
2,18,Way,O
2,18,that,O
2,18,Cyrano,O
2,18,talks,O
2,18,when,O
2,18,he,O
2,18,gets,O
2,18,Roxane,O
2,18,so,O
2,18,Dizzy,O
2,18,that,O
2,18,she,O
2,18,nearly,O
2,18,falls,O
2,18,off,O
2,18,the,O
2,18,Piazza,O
2,19,The,O
2,19,Parishioners,B-PER
2,19,bit,O
2,19,their,O
2,19,Lower,O
2,19,Lips,O
2,19,and,O
2,19,hungered,O
2,19,for,O
2,19,more,O
2,19,First-Class,O
2,19,Language,O
2,20,They,O
2,20,had,O
2,20,paid,O
2,20,their,O
2,20,Money,O
2,20,for,O
2,20,Tall,O
2,20,Talk,O
2,20,and,O
2,20,were,O
2,20,prepared,O
2,20,to,O
2,20,solve,O
2,20,any,O
2,20,and,O
2,20,all,O
2,20,styles,O
2,20,of,O
2,20,Delivery,O
2,21,They,O
2,21,held,O
2,21,on,O
2,21,to,O
2,21,the,O
2,21,Cushions,O
2,21,and,O
2,21,seemed,O
2,21,to,O
2,21,be,O
2,21,having,O
2,21,a,O
2,21,Nice,O
2,21,Time,O
2,22,The,O
2,22,Preacher,B-PER
2,22,quoted,O
2,22,copiously,O
2,22,from,O
2,22,the,O
2,22,Great,O
2,22,Poet,O
2,22,Amebius,O
2,23,He,O
2,23,recited,O
2,23,18,O
2,23,lines,O
2,23,of,O
2,23,Greek,O
2,23,and,O
2,23,then,O
2,23,said,O
2,23,How,O
2,23,true,O
2,23,this,O
2,23,is,O
2,24,And,O
2,24,not,O
2,24,a,O
2,24,Parishioner,B-PER
2,24,batted,O
2,24,an,O
2,24,Eye,O
2,25,It,O
2,25,was,O
2,25,Amebius,O
2,25,whose,O
2,25,Immortal,O
2,25,Lines,O
2,25,he,O
2,25,recited,O
2,25,in,O
2,25,order,O
2,25,to,O
2,25,prove,O
2,25,the,O
2,25,Extreme,O
2,25,Error,O
2,25,of,O
2,25,the,O
2,25,Position,O
2,25,assumed,O
2,25,in,O
2,25,the,O
2,25,Controversy,O
2,25,by,O
2,25,the,O
2,25,Famous,O
2,25,Italian,O
2,25,Polenta,O
2,26,He,O
2,26,had,O
2,26,them,O
2,26,Going,O
2,26,and,O
2,26,there,O
2,26,wasn't,O
2,26,a,O
2,26,Thing,O
2,26,to,O
2,26,it,O
2,27,When,O
2,27,he,O
2,27,would,O
2,27,get,O
2,27,tired,O
2,27,of,O
2,27,faking,O
2,27,Philosophy,O
2,27,he,O
2,27,would,O
2,27,quote,O
2,27,from,O
2,27,a,O
2,27,Celebrated,O
2,27,Poet,O
2,27,of,O
2,27,Ecuador,O
2,27,or,O
2,27,Tasmania,O
2,27,or,O
2,27,some,O
2,27,other,O
2,27,Seaport,O
2,27,Town,O
2,28,Compared,O
2,28,with,O
2,28,this,O
2,28,Verse,O
2,28,all,O
2,28,of,O
2,28,which,O
2,28,was,O
2,28,of,O
2,28,the,O
2,28,same,O
2,28,School,O
2,28,as,O
2,28,the,O
2,28,Icelandic,O
2,28,Masterpiece,O
2,28,the,O
2,28,most,O
2,28,obscure,O
2,28,and,O
2,28,clouded,O
2,28,Passage,O
2,28,in,O
2,28,Robert,B-PER
2,28,Browning,I-PER
2,28,was,O
2,28,like,O
2,28,a,O
2,28,Plate-Glass,O
2,28,Front,O
2,28,in,O
2,28,a,O
2,28,State,O
2,28,Street,O
2,28,Candy,O
2,28,Store,O
2,28,just,O
2,28,after,O
2,28,the,O
2,28,Colored,O
2,28,Boy,B-PER
2,28,gets,O
2,28,through,O
2,28,using,O
2,28,the,O
2,28,Chamois,O
2,29,After,O
2,29,that,O
2,29,he,O
2,29,became,O
2,29,Eloquent,O
2,29,and,O
2,29,began,O
2,29,to,O
2,29,get,O
2,29,rid,O
2,29,of,O
2,29,long,O
2,29,Boston,O
2,29,Words,O
2,29,that,O
2,29,hadn't,O
2,29,been,O
2,29,used,O
2,29,before,O
2,29,that,O
2,29,Season,O
2,30,He,O
2,30,grabbed,O
2,30,a,O
2,30,rhetorical,O
2,30,Roman,O
2,30,Candle,O
2,30,in,O
2,30,each,O
2,30,Hand,O
2,30,and,O
2,30,you,O
2,30,couldn't,O
2,30,see,O
2,30,him,O
2,30,for,O
2,30,the,O
2,30,Sparks,O
2,31,After,O
2,31,which,O
2,31,he,O
2,31,sank,O
2,31,his,O
2,31,Voice,O
2,31,to,O
2,31,a,O
2,31,Whisper,O
2,31,and,O
2,31,talked,O
2,31,about,O
2,31,the,O
2,31,Birds,B-PER
2,31,and,O
2,31,the,O
2,31,Flowers,O
2,32,Then,O
2,32,although,O
2,32,there,O
2,32,was,O
2,32,no,O
2,32,Cue,O
2,32,for,O
2,32,him,O
2,32,to,O
2,32,Weep,O
2,32,he,O
2,32,shed,O
2,32,a,O
2,32,few,O
2,32,real,O
2,32,Tears,O
2,33,And,O
2,33,there,O
2,33,wasn't,O
2,33,a,O
2,33,dry,O
2,33,Glove,O
2,33,in,O
2,33,the,O
2,33,church,O
2,34,After,O
2,34,he,O
2,34,sat,O
2,34,down,O
2,34,he,O
2,34,could,O
2,34,tell,O
2,34,by,O
2,34,the,O
2,34,Scared,O
2,34,Look,O
2,34,of,O
2,34,the,O
2,34,People,O
2,34,in,O
2,34,Front,O
2,34,that,O
2,34,he,O
2,34,had,O
2,34,made,O
2,34,a,O
2,34,Ten-Strike,O
2,35,Did,O
2,35,they,O
2,35,give,O
2,35,him,O
2,35,the,O
2,35,Joyous,O
2,35,Palm,O
2,35,that,O
2,35,Day,O
2,36,Sure,O
2,37,The,O
2,37,Stout,O
2,37,Lady,B-PER
2,37,could,O
2,37,not,O
2,37,control,O
2,37,her,O
2,37,Feelings,O
2,37,when,O
2,37,she,O
2,37,told,O
2,37,how,O
2,37,much,O
2,37,the,O
2,37,Sermon,O
2,37,had,O
2,37,helped,O
2,37,her,O
2,38,The,O
2,38,venerable,O
2,38,Harness,O
2,38,Dealer,O
2,38,said,O
2,38,he,O
2,38,wished,O
2,38,to,O
2,38,indorse,O
2,38,the,O
2,38,Able,O
2,38,and,O
2,38,Scholarly,O
2,38,Criticism,O
2,38,of,O
2,38,Polenta,O
2,39,In,O
2,39,fact,O
2,39,every,O
2,39,one,O
2,39,said,O
2,39,the,O
2,39,Sermon,O
2,39,was,O
2,39,Superfine,O
2,39,and,O
2,39,Dandy,O
2,40,The,O
2,40,only,O
2,40,thing,O
2,40,that,O
2,40,worried,O
2,40,the,O
2,40,Congregation,O
2,40,was,O
2,40,the,O
2,40,Fear,O
2,40,that,O
2,40,if,O
2,40,it,O
2,40,wished,O
2,40,to,O
2,40,retain,O
2,40,such,O
2,40,a,O
2,40,Whale,B-PER
2,40,it,O
2,40,might,O
2,40,have,O
2,40,to,O
2,40,boost,O
2,40,his,O
2,40,Salary,O
2,41,In,O
2,41,the,O
2,41,Meantime,O
2,41,the,O
2,41,Preacher,B-PER
2,41,waited,O
2,41,for,O
2,41,some,O
2,41,one,O
2,41,to,O
2,41,come,O
2,41,and,O
2,41,ask,O
2,41,about,O
2,41,Polenta,O
2,41,Amebius,O
2,41,Ramtazuk,O
2,41,Quarolius,O
2,41,and,O
2,41,the,O
2,41,great,O
2,41,Icelandic,O
2,41,Poet,O
2,41,Navrojk,O
2,42,But,O
2,42,no,O
2,42,one,O
2,42,had,O
2,42,the,O
2,42,Face,O
2,42,to,O
2,42,step,O
2,42,up,O
2,42,and,O
2,42,confess,O
2,42,his,O
2,42,Ignorance,O
2,42,of,O
2,42,these,O
2,42,Celebrities,O
2,43,The,O
2,43,Pew-Holders,O
2,43,didn't,O
2,43,even,O
2,43,admit,O
2,43,among,O
2,43,themselves,O
2,43,that,O
2,43,the,O
2,43,Preacher,B-PER
2,43,had,O
2,43,rung,O
2,43,in,O
2,43,some,O
2,43,New,O
2,43,Ones,O
2,44,They,O
2,44,stood,O
2,44,Pat,O
2,44,and,O
2,44,merely,O
2,44,said,O
2,44,it,O
2,44,was,O
2,44,an,O
2,44,Elegant,O
2,44,Sermon,O
2,45,Perceiving,O
2,45,that,O
2,45,they,O
2,45,would,O
2,45,stand,O
2,45,for,O
2,45,Anything,O
2,45,the,O
2,45,Preacher,B-PER
2,45,knew,O
2,45,what,O
2,45,to,O
2,45,do,O
2,45,after,O
2,45,that,O
2,46,MORAL,O
2,46,Give,O
2,46,the,O
2,46,People,O
2,46,what,O
2,46,they,O
2,46,Think,O
2,46,they,O
2,46,want,O
3,1,A,O
3,1,very,O
3,1,attractive,O
3,1,D,O
3,1,butante,O
3,1,knew,O
3,1,two,O
3,1,Young,O
3,1,Men,B-PER
3,1,who,O
3,1,called,O
3,1,on,O
3,1,her,O
3,1,every,O
3,1,Thursday,O
3,1,Evening,O
3,1,and,O
3,1,brought,O
3,1,their,O
3,1,Mandolins,O
3,1,along,O
3,2,They,O
3,2,were,O
3,2,Conventional,O
3,2,Young,O
3,2,Men,B-PER
3,2,of,O
3,2,the,O
3,2,Kind,O
3,2,that,O
3,2,you,O
3,2,see,O
3,2,wearing,O
3,2,Spring,O
3,2,Overcoats,O
3,2,in,O
3,2,the,O
3,2,Clothing,O
3,2,Advertisements,O
3,3,One,O
3,3,was,O
3,3,named,O
3,3,Fred,B-PER
3,3,and,O
3,3,the,O
3,3,other,O
3,3,was,O
3,3,Eustace,B-PER
3,4,The,O
3,4,Mothers,O
3,4,of,O
3,4,the,O
3,4,Neighborhood,O
3,4,often,O
3,4,remarked,O
3,4,What,O
3,4,Perfect,O
3,4,Manners,O
3,4,Fred,B-PER
3,4,and,O
3,4,Eustace,B-PER
3,4,have,O
3,5,Merely,O
3,5,as,O
3,5,an,O
3,5,aside,O
3,5,it,O
3,5,may,O
3,5,be,O
3,5,added,O
3,5,that,O
3,5,Fred,B-PER
3,5,and,O
3,5,Eustace,B-PER
3,5,were,O
3,5,more,O
3,5,Popular,O
3,5,with,O
3,5,the,O
3,5,Mothers,O
3,5,than,O
3,5,they,O
3,5,were,O
3,5,with,O
3,5,the,O
3,5,Younger,O
3,5,Set,O
3,5,although,O
3,5,no,O
